"CO_ANO;""CO_MES"";""CO_NCM"";""CO_UNID"";""CO_PAIS"";""SG_UF_NCM"";""CO_VIA"";""CO_URF"";""QT_ESTAT"";""KG_LIQUIDO"";""VL_FOB"";""VL_FRETE"";""VL_SEGURO"""
"2025;""05"";""84522924"";""11"";""160"";""SP"";""01"";""0817800"";312;18653;77053;1187;233"
"2025;""03"";""38099149"";""10"";""249"";""SP"";""01"";""0817800"";1757;1757;12481;502;5"
"2025;""08"";""90278100"";""11"";""023"";""GO"";""04"";""0817600"";1;395;427500;2030;0"
"2025;""04"";""84213990"";""11"";""386"";""PA"";""04"";""0717700"";1;1;285;854;68"
"2025;""11"";""61082100"";""11"";""160"";""SP"";""04"";""0717700"";294;4;262;18;0"
"2025;""11"";""34039900"";""10"";""386"";""RJ"";""04"";""0717700"";5;5;583;75;0"
"2025;""08"";""87141000"";""10"";""160"";""RR"";""01"";""0227600"";10023;10023;23742;2125;0"
"2025;""07"";""87085012"";""11"";""023"";""SP"";""04"";""0817700"";5;11;709;80;0"
"2025;""01"";""84829910"";""10"";""160"";""PR"";""01"";""0917800"";482;482;8480;101;51"
"2025;""06"";""40103100"";""10"";""764"";""PR"";""01"";""0917800"";715;715;26991;114;4"
"2025;""10"";""85334011"";""11"";""149"";""SP"";""04"";""0817600"";46;3;32572;300;20"
"2025;""10"";""96082000"";""11"";""160"";""BA"";""01"";""0517800"";1512710;157106;245663;33449;0"
"2025;""02"";""56031410"";""10"";""249"";""SP"";""04"";""0817700"";27;27;8300;905;6"
"2025;""11"";""85098090"";""11"";""023"";""SC"";""04"";""0817600"";8;0;73;1;0"
"2025;""01"";""90303390"";""11"";""149"";""RJ"";""04"";""0717700"";2;20;15913;307;0"
"2025;""10"";""85444200"";""10"";""628"";""SP"";""04"";""0817700"";468;468;54981;3216;22"
"2025;""09"";""22029900"";""17"";""375"";""SC"";""01"";""1017700"";21600;21600;16044;1236;0"
"2025;""05"";""61046200"";""11"";""589"";""MG"";""04"";""0817700"";121;55;4047;219;1"
"2025;""08"";""39199090"";""10"";""399"";""SC"";""04"";""0927501"";0;0;0;0;0"
"2025;""09"";""84821010"";""11"";""399"";""MG"";""01"";""0817800"";5287;17986;94480;6790;30"
"2025;""04"";""90329091"";""10"";""628"";""PR"";""01"";""0917800"";1101;1101;5656;68;1"
"2025;""11"";""62046200"";""11"";""576"";""MS"";""01"";""0817800"";1102;211;3986;1;3"
"2025;""08"";""58063200"";""10"";""160"";""SC"";""01"";""0927700"";20396;20396;59471;8503;252"
"2025;""05"";""40169300"";""10"";""249"";""RS"";""04"";""0817700"";208;208;24801;4023;24"
"2025;""08"";""84483290"";""10"";""301"";""SP"";""01"";""0817800"";1070;1070;55600;406;184"
"2025;""10"";""70133700"";""10"";""386"";""SP"";""04"";""0817600"";108;108;11748;1238;43"
"2025;""02"";""84831090"";""11"";""670"";""MG"";""04"";""0617700"";3;1;478;10;1"
"2025;""08"";""73121090"";""10"";""161"";""SC"";""01"";""0717600"";0;0;8;0;0"
"2025;""01"";""85122021"";""11"";""858"";""AM"";""01"";""0917800"";1640;50;3455;247;2"
"2025;""12"";""10039080"";""10"";""063"";""SP"";""07"";""1017505"";401100;401100;111567;18655;63"
"2025;""04"";""87089200"";""11"";""072"";""SC"";""04"";""0817700"";3;6;348;76;1"
"2025;""06"";""85444200"";""10"";""607"";""RJ"";""01"";""0717600"";0;0;108;0;0"
"2025;""10"";""85412920"";""11"";""267"";""RS"";""04"";""1017801"";2310;0;1371;54;0"
"2025;""12"";""84379000"";""10"";""023"";""SP"";""04"";""0817600"";18;18;1525;127;0"
"2025;""02"";""84659900"";""11"";""160"";""MG"";""01"";""0717600"";1;5680;14300;4242;61"
"2025;""02"";""85013110"";""11"";""063"";""SP"";""07"";""1017503"";15;4;704;1;0"
"2025;""03"";""84842000"";""10"";""072"";""SP"";""04"";""0817700"";0;0;237;20;0"
"2025;""01"";""84439939"";""10"";""160"";""SC"";""01"";""0517800"";164;164;354;328;0"
"2025;""05"";""26139010"";""10"";""158"";""SC"";""01"";""0927700"";2571;2571;52362;3896;0"
"2025;""10"";""85369090"";""11"";""791"";""MG"";""01"";""0817800"";909838;389;24832;125;3"
"2025;""03"";""64029990"";""13"";""267"";""ES"";""01"";""0817800"";2712;1760;28720;1807;51"
"2025;""04"";""73202010"";""10"";""399"";""PR"";""01"";""0917800"";1770;1770;18244;1597;11"
"2025;""03"";""44199000"";""10"";""275"";""SP"";""01"";""0817800"";121;121;1409;12;2"
"2025;""10"";""54024710"";""10"";""160"";""MS"";""01"";""0817800"";23360;23360;21491;2100;0"
"2025;""08"";""39269040"";""10"";""573"";""SP"";""04"";""0817600"";12;12;7750;63;1"
"2025;""09"";""85362000"";""11"";""023"";""BA"";""01"";""0517800"";3;55;3892;14;0"
"2025;""12"";""33079000"";""10"";""827"";""SP"";""04"";""0817600"";44;44;405;137;0"
"2025;""05"";""94017100"";""11"";""386"";""SC"";""01"";""0927700"";9;235;18891;83;16"
"2025;""05"";""85442000"";""10"";""493"";""MG"";""04"";""0817700"";1;1;68;4;0"
"2025;""12"";""85414121"";""11"";""160"";""SC"";""01"";""0927700"";4931890;313;97152;5;1"
"2025;""06"";""73071910"";""10"";""776"";""MG"";""04"";""0617700"";0;0;12;2;0"
"2025;""09"";""54041990"";""10"";""160"";""SC"";""01"";""0817800"";30;30;683;10;1"
"2025;""11"";""84718000"";""11"";""858"";""SP"";""04"";""0817700"";2728;614;275062;7738;232"
"2025;""04"";""84122110"";""11"";""493"";""GO"";""04"";""0817600"";263;3362;57570;23166;32"
"2025;""06"";""34031900"";""10"";""249"";""SC"";""01"";""0927700"";818;818;7200;1216;23"
"2025;""08"";""85044010"";""11"";""160"";""PB"";""01"";""0417902"";150;157;600;33;0"
"2025;""07"";""40103100"";""10"";""023"";""PE"";""04"";""0417901"";2;2;1719;71;0"
"2025;""10"";""28309019"";""10"";""072"";""SP"";""01"";""0817800"";3000;3000;88454;191;25"
"2025;""06"";""82032010"";""10"";""764"";""SP"";""01"";""0817800"";3;3;733;1;0"
"2025;""01"";""39211400"";""10"";""791"";""SC"";""01"";""0927700"";392;392;5484;348;1"
"2025;""06"";""84814000"";""11"";""628"";""BA"";""04"";""0817700"";2;5;1095;96;0"
"2025;""04"";""29332912"";""10"";""361"";""MG"";""01"";""0817800"";500;500;7500;13;8"
"2025;""12"";""84651000"";""11"";""160"";""PB"";""01"";""0517800"";1;2600;43699;1057;75"
"2025;""11"";""48211000"";""10"";""245"";""SP"";""04"";""0817600"";14;14;1615;79;0"
"2025;""12"";""29339115"";""10"";""249"";""GO"";""04"";""0817600"";0;0;372;9;0"
"2025;""09"";""88073000"";""10"";""764"";""RJ"";""04"";""0717700"";2;2;8180;95;0"
"2025;""10"";""87082999"";""11"";""247"";""MG"";""04"";""0617700"";100;47;1161;2435;0"
"2025;""10"";""39269022"";""10"";""767"";""SP"";""04"";""0817600"";8;8;2401;105;0"
"2025;""04"";""79070090"";""10"";""023"";""SP"";""04"";""0117600"";0;0;19;1;0"
"2025;""07"";""44170010"";""11"";""072"";""RJ"";""01"";""0717600"";120;179;656;4;0"
"2025;""02"";""40111000"";""11"";""160"";""RO"";""01"";""0227600"";3974;38436;103892;23802;0"
"2025;""04"";""39011020"";""10"";""240"";""PR"";""01"";""0717600"";27000;27000;13386;650;4"
"2025;""10"";""68132000"";""10"";""160"";""SC"";""01"";""0817800"";35;35;210;7;1"
"2025;""08"";""39269090"";""10"";""764"";""SP"";""04"";""0817700"";671;671;27459;5904;10"
"2025;""10"";""85334012"";""11"";""196"";""MG"";""04"";""0617700"";4500;2;2190;59;7"
"2025;""02"";""84099115"";""11"";""399"";""SP"";""01"";""0817800"";58;18;874;53;0"
"2025;""09"";""84073200"";""11"";""160"";""AM"";""01"";""0317900"";94;2421;6106;825;0"
"2025;""12"";""40169590"";""10"";""386"";""SP"";""01"";""0817800"";210;210;22167;24;12"
"2025;""05"";""76069200"";""10"";""160"";""SP"";""01"";""0817800"";1035;1035;4395;1;0"
"2025;""10"";""85122019"";""11"";""072"";""SP"";""01"";""0817800"";68;130;12406;20;6"
"2025;""11"";""56039390"";""10"";""160"";""RO"";""01"";""0917800"";12949;12949;37821;3104;42"
"2025;""04"";""35079049"";""10"";""249"";""PR"";""01"";""0817800"";7400;7400;168844;680;148"
"2025;""06"";""84137090"";""11"";""160"";""SC"";""01"";""0927700"";506;1841;4858;230;0"
"2025;""05"";""39269010"";""10"";""628"";""AM"";""04"";""0227700"";0;0;7;9;0"
"2025;""03"";""40092290"";""10"";""245"";""BA"";""01"";""0417902"";42;42;755;25;8"
"2025;""10"";""40169990"";""10"";""023"";""RJ"";""04"";""0717700"";790;790;29797;4111;3"
"2025;""05"";""84149039"";""10"";""249"";""SP"";""01"";""0817800"";10387;10387;146671;5293;240"
"2025;""08"";""76072000"";""10"";""023"";""RJ"";""01"";""0717600"";1061;1061;9936;97;10"
"2025;""04"";""40022099"";""10"";""827"";""SC"";""01"";""0927700"";13334;13334;17261;745;0"
"2025;""06"";""32082019"";""10"";""275"";""SP"";""04"";""0817600"";19;19;3690;468;2"
"2025;""06"";""38112190"";""10"";""160"";""SC"";""01"";""0927800"";242960;242960;645837;19010;462"
"2025;""10"";""39021020"";""10"";""169"";""RS"";""01"";""1017700"";57000;57000;75646;657;0"
"2025;""03"";""69022099"";""10"";""399"";""SP"";""04"";""0817600"";3420;3420;37000;27439;19"
"2025;""07"";""90328982"";""11"";""161"";""SP"";""01"";""0817800"";80;11;250;10;0"
"2025;""11"";""84314929"";""10"";""195"";""PA"";""01"";""0817800"";7;7;786;5;0"
"2025;""04"";""83021000"";""10"";""023"";""SP"";""04"";""0817700"";21;21;9794;266;5"
"2025;""10"";""85061032"";""11"";""160"";""RS"";""01"";""0817800"";100000;766;2000;234;0"
"2025;""06"";""85423939"";""11"";""161"";""SP"";""01"";""0817800"";317312;95;128822;284;42"
"2025;""03"";""70139900"";""10"";""160"";""RO"";""01"";""0717600"";5293;5293;8033;2149;0"
"2025;""07"";""71132000"";""10"";""072"";""SP"";""10"";""0817600"";4;4;17305;4;0"
"2025;""09"";""19059020"";""10"";""386"";""SP"";""01"";""0817800"";540;540;3085;56;1"
"2025;""01"";""84129090"";""10"";""232"";""SP"";""04"";""0817600"";6;6;1185;31;0"
"2025;""08"";""20060000"";""10"";""160"";""SP"";""01"";""0817800"";816;816;951;330;0"
"2025;""04"";""91143000"";""10"";""351"";""MG"";""01"";""0817800"";1;1;233;0;0"
"2025;""03"";""38249989"";""10"";""361"";""SC"";""01"";""0927700"";1260;1260;49181;170;14"
"2025;""09"";""90275040"";""11"";""741"";""SP"";""04"";""0817700"";1;54;22951;2478;80"
"2025;""04"";""72159090"";""10"";""087"";""SP"";""04"";""0817700"";1;1;3025;60;2"
"2025;""08"";""29362952"";""10"";""361"";""SP"";""01"";""0817800"";150;150;2037;11;1"
"2025;""12"";""84149039"";""10"";""161"";""RS"";""01"";""1017700"";1;1;17;0;0"
"2025;""01"";""84819010"";""10"";""160"";""AL"";""01"";""0817800"";82;82;215;28;0"
"2025;""05"";""30049079"";""10"";""023"";""ES"";""04"";""0717700"";46;46;5567;758;3"
"2025;""01"";""84138100"";""11"";""399"";""SP"";""04"";""0817600"";56;319;11307;3244;7"
"2025;""06"";""62063000"";""11"";""351"";""MS"";""01"";""0817800"";4465;1172;49756;176;12"
"2025;""02"";""29379090"";""10"";""275"";""GO"";""04"";""0817600"";0;0;84;0;0"
"2025;""01"";""85015110"";""11"";""767"";""SP"";""04"";""0817600"";2;4;2001;333;0"
"2025;""09"";""85334019"";""11"";""573"";""PR"";""01"";""0917800"";1720;114;16922;8;2"
"2025;""01"";""48236900"";""10"";""160"";""SP"";""01"";""0917800"";230;230;1482;227;0"
"2025;""08"";""84702900"";""11"";""160"";""AL"";""01"";""0927700"";576;30;500;1;1"
"2025;""02"";""40103900"";""10"";""105"";""MG"";""04"";""0817600"";2;2;786;192;1"
"2025;""08"";""83024900"";""10"";""023"";""MG"";""04"";""0617700"";1;1;98;5;1"
"2025;""05"";""85411022"";""11"";""455"";""SP"";""01"";""0817800"";82500;3;776;4;0"
"2025;""02"";""62045900"";""11"";""386"";""ES"";""04"";""0817600"";9;3;3150;51;15"
"2025;""06"";""88079000"";""10"";""249"";""GO"";""04"";""0817600"";307;307;9351;1249;31"
"2025;""01"";""85369010"";""11"";""386"";""AM"";""04"";""0227700"";1000;9;1168;28;0"
"2025;""02"";""39023000"";""10"";""190"";""PR"";""01"";""0917800"";30000;30000;66000;9900;58"
"2025;""12"";""84841000"";""10"";""603"";""SP"";""04"";""0817700"";6;6;1180;51;0"
"2025;""02"";""39139020"";""10"";""160"";""RS"";""01"";""1017700"";2000;2000;6700;408;27"
"2025;""04"";""84829119"";""10"";""455"";""SP"";""01"";""0817800"";2;2;17;0;0"
"2025;""07"";""91021110"";""11"";""160"";""SC"";""01"";""0927700"";11755;1288;93563;806;56"
"2025;""04"";""94059900"";""10"";""160"";""RJ"";""01"";""0717600"";9507;9507;18610;2123;10"
"2025;""08"";""85159000"";""10"";""161"";""RJ"";""04"";""0717700"";22;22;852;73;0"
"2025;""08"";""75021010"";""21"";""538"";""SP"";""01"";""0817800"";242;242359;3758193;938;2379"
"2025;""08"";""87089200"";""11"";""249"";""MG"";""01"";""0817800"";17;790;46314;552;12"
"2025;""06"";""84121000"";""11"";""764"";""RJ"";""01"";""0927800"";19;19;18077;1630;0"
"2025;""05"";""38231100"";""10"";""023"";""SP"";""04"";""0817600"";25;25;116;83;0"
"2025;""07"";""84819090"";""10"";""361"";""RS"";""01"";""0817800"";2;2;20;0;0"
"2025;""11"";""84195090"";""11"";""386"";""SP"";""04"";""0817600"";3;1077;24253;11920;110"
"2025;""01"";""56075090"";""10"";""160"";""RS"";""01"";""0817800"";111;111;1965;389;3"
"2025;""03"";""84671190"";""11"";""275"";""SP"";""04"";""0817600"";8;212;49045;1240;21"
"2025;""02"";""39076100"";""10"";""455"";""RJ"";""01"";""0817800"";70500;70500;65797;16239;78"
"2025;""03"";""84132000"";""11"";""072"";""SP"";""01"";""0817800"";395;54;6337;1;1"
"2025;""10"";""73151190"";""10"";""249"";""RS"";""01"";""0817800"";8502;8502;70705;1141;43"
"2025;""09"";""84329000"";""10"";""271"";""SP"";""04"";""0817600"";154;154;1244;1066;0"
"2025;""06"";""90181290"";""11"";""249"";""MG"";""04"";""0817600"";6;12;871;145;0"
"2025;""11"";""29173300"";""10"";""160"";""PR"";""01"";""0917800"";19000;19000;24896;1571;0"
"2025;""05"";""63080000"";""10"";""399"";""PR"";""04"";""0817700"";0;0;84;5;0"
"2025;""05"";""48219000"";""10"";""764"";""MG"";""04"";""0817700"";0;0;9;0;0"
"2025;""06"";""84828000"";""11"";""573"";""SP"";""04"";""0817600"";2;0;101;1;0"
"2025;""10"";""73182900"";""10"";""232"";""PA"";""04"";""0817700"";0;0;28;2;0"
"2025;""03"";""40093100"";""10"";""023"";""CE"";""04"";""0317901"";0;0;86;6;0"
"2025;""06"";""82089000"";""10"";""827"";""MT"";""01"";""0917800"";605;605;12992;56;0"
"2025;""11"";""73079900"";""10"";""361"";""RS"";""01"";""0817800"";8;8;99;51;0"
"2025;""09"";""90314990"";""11"";""245"";""SP"";""04"";""0817600"";436;49;25968;762;40"
"2025;""12"";""84433299"";""11"";""160"";""ES"";""04"";""0817600"";100;64;2500;184;9"
"2025;""08"";""84821090"";""11"";""245"";""PR"";""01"";""0917800"";39;23;306;3;0"
"2025;""03"";""84733019"";""11"";""160"";""BA"";""01"";""0927700"";3000;2420;13500;1264;7"
"2025;""10"";""84834010"";""11"";""023"";""SP"";""04"";""0817700"";49;443;62614;3116;52"
"2025;""12"";""84509010"";""10"";""160"";""RS"";""01"";""0717600"";102;102;2538;37;5"
"2025;""06"";""30021300"";""10"";""249"";""SP"";""04"";""0817600"";3;3;10662;853;20"
"2025;""07"";""73181500"";""10"";""072"";""RJ"";""01"";""0817800"";485;485;40795;150;5"
"2025;""05"";""84798210"";""11"";""063"";""PR"";""04"";""0817600"";1;322;42015;1202;233"
"2025;""07"";""73181500"";""10"";""670"";""RS"";""04"";""1017801"";0;0;74;5;0"
"2025;""09"";""85369090"";""11"";""607"";""SC"";""01"";""0927700"";22608;98;2725;131;0"
"2025;""09"";""91012100"";""11"";""767"";""SC"";""04"";""0817600"";1;5;6475;146;22"
"2025;""11"";""73182400"";""10"";""361"";""RJ"";""01"";""0817800"";30;30;344;5;0"
"2025;""05"";""87081000"";""11"";""160"";""MG"";""04"";""0817600"";13;195;41962;33638;15"
"2025;""01"";""15092000"";""10"";""607"";""MA"";""01"";""0517800"";26294;26294;266912;2727;207"
"2025;""05"";""84713090"";""11"";""275"";""SP"";""04"";""0817700"";1;5;15472;416;12"
"2025;""06"";""84312019"";""10"";""764"";""SP"";""04"";""0817600"";145;145;8130;820;0"
"2025;""08"";""85122022"";""11"";""072"";""SP"";""01"";""0817800"";343;6;249;1;0"
"2025;""04"";""61034300"";""11"";""386"";""SC"";""04"";""0927501"";16;3;2115;40;7"
"2025;""02"";""61153010"";""13"";""386"";""SP"";""04"";""0817600"";15587;80;9954;2247;20"
"2025;""07"";""85011019"";""11"";""249"";""RJ"";""04"";""0717700"";10;24;9510;272;2"
"2025;""03"";""90041000"";""11"";""858"";""ES"";""04"";""0817600"";330;17;4023;94;2"
"2025;""05"";""82032090"";""10"";""023"";""SP"";""04"";""0817900"";0;0;427;3;0"
"2025;""06"";""85176249"";""11"";""245"";""SP"";""04"";""0817600"";24;138;2334;1506;0"
"2025;""08"";""34011190"";""10"";""275"";""SP"";""10"";""0817600"";6;6;600;4;0"
"2025;""09"";""20029000"";""10"";""386"";""RO"";""01"";""0717600"";35280;35280;45227;1543;0"
"2025;""11"";""29161990"";""10"";""249"";""SP"";""01"";""0817800"";4;4;605;7;1"
"2025;""11"";""84839000"";""10"";""764"";""SC"";""01"";""0717600"";153;153;3713;11;2"
"2025;""08"";""29349959"";""10"";""247"";""SP"";""04"";""0817600"";5;5;2083;683;0"
"2025;""04"";""73269090"";""10"";""245"";""MG"";""04"";""0817600"";8;8;279;48;0"
"2025;""01"";""29389090"";""10"";""776"";""SP"";""04"";""0817600"";140;140;11480;1761;0"
"2025;""03"";""84133010"";""11"";""493"";""RJ"";""01"";""0717600"";240;213;11303;69;1"
"2025;""01"";""73261900"";""10"";""573"";""SP"";""04"";""0817700"";0;0;384;3;0"
"2025;""12"";""84389000"";""10"";""386"";""SC"";""04"";""0817600"";5;5;3920;425;0"
"2025;""04"";""85051990"";""10"";""161"";""SP"";""01"";""0817800"";1;1;100;0;0"
"2025;""06"";""73202010"";""10"";""246"";""PR"";""04"";""0917900"";0;0;3;0;0"
"2025;""02"";""29224210"";""10"";""160"";""SP"";""04"";""0817700"";1;1;252;17;0"
"2025;""09"";""39269090"";""10"";""670"";""SC"";""04"";""0817600"";26;26;346;169;0"
"2025;""08"";""85044029"";""11"";""858"";""SC"";""04"";""0817700"";1;1;57;1;0"
"2025;""06"";""84715010"";""11"";""160"";""PB"";""01"";""0927700"";25;450;11705;491;0"
"2025;""05"";""90328984"";""11"";""160"";""SC"";""01"";""0817800"";163310;56230;1639013;17191;710"
"2025;""12"";""90321090"";""11"";""445"";""PR"";""04"";""0917900"";1800;32;2372;664;1"
"2025;""11"";""76169900"";""10"";""160"";""RS"";""04"";""1017801"";41;41;1155;803;2"
"2025;""06"";""85045010"";""11"";""455"";""PR"";""04"";""0917900"";59358;7;3442;61;2"
"2025;""10"";""39140011"";""10"";""249"";""SP"";""01"";""0817800"";26828;26828;156047;3470;38"
"2025;""07"";""48114190"";""10"";""160"";""CE"";""04"";""0317901"";551;551;930;870;0"
"2025;""07"";""84136090"";""11"";""160"";""ES"";""01"";""0817800"";5;22;195;5;1"
"2025;""10"";""62044900"";""11"";""474"";""SP"";""04"";""0717700"";263;81;4035;240;1"
"2025;""06"";""59050000"";""15"";""160"";""SP"";""01"";""0817800"";5972;1736;7131;315;1"
"2025;""02"";""83099000"";""10"";""160"";""SC"";""01"";""0817800"";21;21;384;12;0"
"2025;""02"";""84561190"";""11"";""160"";""AL"";""01"";""0717600"";4;256;1200;146;0"
"2025;""12"";""73151210"";""10"";""399"";""SP"";""04"";""0817600"";5;5;292;111;0"
"2025;""02"";""85359010"";""11"";""764"";""SC"";""04"";""0817700"";3;1675;166373;14845;48"
"2025;""06"";""84122900"";""11"";""386"";""PR"";""01"";""0817800"";115;747;16984;25;5"
"2025;""04"";""85366910"";""11"";""160"";""AM"";""01"";""0317902"";66000;106;1927;81;1"
"2025;""11"";""62045300"";""11"";""160"";""ES"";""01"";""0727600"";3033;683;5067;85;0"
"2025;""12"";""84099140"";""11"";""776"";""AM"";""01"";""0317900"";180;169;19255;77;3"
"2025;""06"";""21069090"";""10"";""845"";""SP"";""07"";""1010351"";200;200;2100;27;6"
"2025;""04"";""85043111"";""11"";""023"";""SC"";""01"";""0927700"";366;72;19580;13;4"
"2025;""09"";""66019110"";""11"";""160"";""RS"";""01"";""1017700"";2400;1183;4416;501;0"
"2025;""07"";""39211390"";""10"";""858"";""RS"";""01"";""0817800"";3786;3786;28800;813;24"
"2025;""11"";""70091000"";""10"";""386"";""RJ"";""04"";""0717700"";31;31;602;145;0"
"2025;""09"";""39259090"";""10"";""160"";""AL"";""01"";""0717600"";51;51;79;18;0"
"2025;""10"";""90328922"";""11"";""160"";""SC"";""01"";""0927800"";6;3;363;5;0"
"2025;""03"";""83012000"";""10"";""190"";""SP"";""01"";""0927700"";27;27;218;51;0"
"2025;""02"";""90213110"";""10"";""249"";""PE"";""04"";""0417901"";4;4;4839;135;0"
"2025;""09"";""54076100"";""10"";""190"";""SC"";""01"";""0927800"";42;42;2095;15;0"
"2025;""01"";""94059200"";""10"";""160"";""RJ"";""04"";""0717700"";55;55;3419;1766;0"
"2025;""05"";""84158210"";""11"";""249"";""SP"";""04"";""0817700"";46;1687;23108;3006;12"
"2025;""02"";""20055100"";""10"";""275"";""SC"";""01"";""0927700"";1686;1686;2639;196;3"
"2025;""07"";""85443000"";""10"";""386"";""PR"";""01"";""0817800"";4368;4368;215763;442;64"
"2025;""12"";""84362100"";""11"";""087"";""SC"";""01"";""0927800"";1;950;16140;653;187"
"2025;""07"";""39139090"";""10"";""190"";""SP"";""04"";""0817600"";45;45;675;777;0"
"2025;""12"";""62046200"";""11"";""141"";""SP"";""01"";""0817800"";13273;8348;128317;4100;551"
"2025;""05"";""29161990"";""10"";""386"";""SP"";""04"";""0817600"";10;10;53;341;0"
"2025;""06"";""29051220"";""10"";""149"";""SP"";""04"";""0817700"";9;9;310;570;0"
"2025;""08"";""94013900"";""11"";""351"";""SP"";""01"";""0817800"";40;564;823;258;0"
"2025;""02"";""39173300"";""10"";""791"";""SP"";""04"";""0817700"";8;8;221;51;0"
"2025;""10"";""40169990"";""10"";""764"";""PA"";""01"";""0817800"";2;2;1342;3;0"
"2025;""02"";""38099390"";""10"";""386"";""RS"";""04"";""0927501"";110;110;339;952;5"
"2025;""11"";""23099090"";""10"";""072"";""SP"";""01"";""0817800"";200690;200690;1544533;5355;3104"
"2025;""06"";""73262000"";""10"";""160"";""MS"";""01"";""0817800"";432;432;5917;78;9"
"2025;""04"";""74101200"";""10"";""858"";""SP"";""04"";""0817600"";3;3;479;139;0"
"2025;""07"";""70134900"";""10"";""372"";""SP"";""01"";""0817800"";63890;63890;42849;3786;0"
"2025;""11"";""85432000"";""11"";""386"";""SP"";""04"";""0817600"";10;6;6718;842;16"
"2025;""03"";""69032090"";""10"";""628"";""SP"";""01"";""0817800"";554;554;8556;82;0"
"2025;""03"";""03047500"";""10"";""160"";""PE"";""01"";""0717600"";22560;22560;58882;5843;0"
"2025;""03"";""38249989"";""10"";""573"";""RS"";""01"";""0817800"";30;30;257;3;0"
"2025;""01"";""85176900"";""11"";""190"";""SP"";""04"";""0817700"";2;0;746;4;0"
"2025;""12"";""85044021"";""11"";""249"";""MG"";""04"";""0817600"";4;21;7300;142;1"
"2025;""06"";""83024100"";""10"";""386"";""MS"";""01"";""0917800"";225;225;5035;67;1"
"2025;""01"";""07104000"";""10"";""245"";""SP"";""01"";""0917800"";25080;25080;36081;820;0"
"2025;""08"";""62171000"";""10"";""245"";""DF"";""04"";""0817600"";0;0;230;1;0"
"2025;""10"";""58071000"";""10"";""399"";""SP"";""04"";""0817700"";0;0;413;174;0"
"2025;""02"";""90142030"";""11"";""249"";""PR"";""04"";""0917900"";1;3;9479;70;0"
"2025;""05"";""39079100"";""10"";""063"";""SC"";""07"";""1017500"";68640;68640;159412;3623;269"
"2025;""11"";""84219910"";""10"";""251"";""PR"";""04"";""0917900"";417;417;6014;3999;0"
"2025;""04"";""90261029"";""11"";""249"";""SP"";""04"";""0817600"";14209;1829;491371;21014;191"
"2025;""09"";""90219012"";""10"";""383"";""SC"";""04"";""0817600"";10;10;22000;635;30"
"2025;""11"";""87083090"";""11"";""063"";""PR"";""07"";""1017503"";3;0;16;0;0"
"2025;""02"";""44201900"";""10"";""160"";""SC"";""01"";""0717600"";3649;3649;6209;2121;3"
"2025;""02"";""74072120"";""10"";""232"";""SP"";""04"";""0817700"";4;4;573;492;0"
"2025;""05"";""85162900"";""11"";""160"";""SP"";""01"";""0817800"";1292;17903;82151;2915;6"
"2025;""07"";""85171890"";""11"";""160"";""SP"";""04"";""0817700"";109;98;3795;838;10"
"2025;""01"";""82055100"";""10"";""160"";""ES"";""01"";""0817800"";3574;3574;35407;1598;58"
"2025;""08"";""29051999"";""10"";""361"";""SP"";""04"";""0817700"";12;12;721;132;0"
"2025;""05"";""08083000"";""10"";""158"";""RS"";""07"";""1017500"";67104;67104;66936;6997;21"
"2025;""11"";""29339959"";""10"";""160"";""SP"";""01"";""0817800"";23000;23000;102417;3279;62"
"2025;""07"";""84799090"";""10"";""249"";""SP"";""04"";""0817600"";976;976;213236;9348;184"
"2025;""06"";""85014011"";""11"";""386"";""SC"";""01"";""0927700"";2;18;2023;33;5"
"2025;""02"";""84418000"";""11"";""160"";""PR"";""01"";""0917800"";1;90;300;56;0"
"2025;""09"";""39209920"";""10"";""161"";""PR"";""04"";""0917900"";31;31;2625;636;20"
"2025;""11"";""82075019"";""10"";""767"";""SP"";""01"";""0817800"";0;0;23;0;0"
"2025;""09"";""92081000"";""11"";""160"";""SP"";""01"";""0717600"";2268;588;974;99;0"
"2025;""08"";""84313900"";""10"";""573"";""SC"";""04"";""0817600"";88;88;3431;512;12"
"2025;""10"";""90251199"";""11"";""160"";""SP"";""04"";""0817700"";96;69;3114;373;0"
"2025;""05"";""48189090"";""10"";""160"";""SP"";""01"";""0817800"";152722;152722;364380;37913;169"
"2025;""06"";""85299019"";""10"";""161"";""SP"";""04"";""0817700"";0;0;93;21;0"
"2025;""12"";""85334011"";""11"";""275"";""RJ"";""01"";""0717600"";32;0;216;0;0"
"2025;""01"";""91021900"";""11"";""399"";""SP"";""04"";""0817800"";1;0;14;0;0"
"2025;""06"";""95073000"";""11"";""161"";""RS"";""04"";""0817700"";14;1;133;29;0"
"2025;""10"";""84798210"";""11"";""573"";""SP"";""04"";""0717700"";1;46;24372;849;0"
"2025;""03"";""84839000"";""10"";""791"";""SC"";""04"";""0817700"";0;0;3;1;0"
"2025;""12"";""84248229"";""11"";""351"";""SP"";""01"";""0817800"";400;419;1383;2;4"
"2025;""07"";""39269090"";""10"";""858"";""RS"";""01"";""1017700"";214850;214850;394907;48660;0"
"2025;""12"";""84191100"";""11"";""351"";""AL"";""01"";""0817800"";25;218;1901;37;0"
"2025;""12"";""28182010"";""10"";""249"";""SP"";""04"";""0817700"";2;2;25;13;0"
"2025;""11"";""63026000"";""10"";""169"";""SP"";""01"";""0817800"";7378;7378;58881;821;72"
