"CO_ANO;""CO_MES"";""CO_NCM"";""CO_UNID"";""CO_PAIS"";""SG_UF_NCM"";""CO_VIA"";""CO_URF"";""QT_ESTAT"";""KG_LIQUIDO"";""VL_FOB"";""VL_FRETE"";""VL_SEGURO"""
"2025;""04"";""48119090"";""10"";""383"";""SC"";""04"";""0817600"";16;16;189;50;0"
"2025;""06"";""84212990"";""11"";""399"";""PR"";""01"";""0917800"";27;1;964;0;2"
"2025;""12"";""40169990"";""10"";""628"";""PR"";""04"";""0917900"";10;10;2140;242;1"
"2025;""06"";""85322410"";""11"";""190"";""PR"";""04"";""0917900"";77885;8;2500;88;2"
"2025;""04"";""32141010"";""10"";""275"";""PR"";""01"";""0917800"";5907;5907;69961;2927;5"
"2025;""10"";""68159990"";""10"";""249"";""RJ"";""04"";""0717700"";46;46;13629;944;44"
"2025;""10"";""45041000"";""10"";""493"";""SP"";""01"";""0817800"";1;1;248;0;0"
"2025;""06"";""34039120"";""10"";""573"";""MG"";""01"";""0817800"";4000;4000;9109;63;2"
"2025;""07"";""74152100"";""10"";""275"";""RJ"";""01"";""0717600"";0;0;37;0;0"
"2025;""11"";""20081900"";""10"";""386"";""SP"";""01"";""0817800"";30705;30705;840572;7627;4164"
"2025;""05"";""42021210"";""11"";""160"";""SP"";""04"";""0817700"";65;111;2226;2189;0"
"2025;""04"";""90183119"";""11"";""249"";""SP"";""04"";""0817600"";11;2;2012;26;0"
"2025;""10"";""62171000"";""10"";""160"";""MG"";""04"";""0817700"";0;0;8;46;0"
"2025;""07"";""72286000"";""10"";""275"";""RS"";""01"";""1017700"";24657;24657;47063;1968;43"
"2025;""12"";""12079990"";""10"";""160"";""SC"";""01"";""0927700"";27000;27000;83767;2200;0"
"2025;""10"";""85299012"";""11"";""072"";""PR"";""04"";""0917900"";289;1;15317;13;21"
"2025;""03"";""58011000"";""10"";""386"";""SP"";""04"";""0817600"";38;38;2860;128;0"
"2025;""01"";""85365090"";""11"";""249"";""MS"";""04"";""0617700"";14;1;10686;35;49"
"2025;""04"";""84625900"";""11"";""160"";""SP"";""01"";""0817800"";10;3800;7500;139;0"
"2025;""04"";""85322310"";""11"";""399"";""AM"";""04"";""0227700"";96000;2;811;36;2"
"2025;""02"";""39269090"";""10"";""249"";""AL"";""04"";""0517801"";0;0;444;4;0"
"2025;""07"";""84212930"";""11"";""791"";""SC"";""04"";""0817600"";12;5;1992;22;0"
"2025;""06"";""56075090"";""10"";""386"";""BA"";""01"";""0927700"";40;40;245;57;0"
"2025;""10"";""84529099"";""10"";""603"";""SP"";""04"";""0817600"";1;1;836;68;2"
"2025;""02"";""70200090"";""10"";""386"";""RS"";""04"";""0817600"";36;36;2281;138;6"
"2025;""11"";""85176249"";""11"";""249"";""SP"";""04"";""0817600"";455;40;121513;834;19"
"2025;""01"";""85412199"";""11"";""267"";""SP"";""04"";""0817700"";12010;1;3220;4;1"
"2025;""02"";""85389090"";""10"";""365"";""SP"";""04"";""0817600"";26;26;4267;104;0"
"2025;""02"";""34011190"";""10"";""160"";""SC"";""01"";""0927800"";24352;24352;10328;4450;38"
"2025;""09"";""90261029"";""11"";""245"";""PA"";""01"";""0817800"";2;0;316;1;0"
"2025;""03"";""85437099"";""11"";""361"";""MG"";""04"";""0817700"";14;38;8102;608;3"
"2025;""12"";""90049020"";""11"";""160"";""DF"";""04"";""0817700"";1;0;620;5;0"
"2025;""10"";""44012100"";""10"";""023"";""SP"";""01"";""0817800"";8100;8100;11218;117;0"
"2025;""04"";""73072900"";""10"";""246"";""SP"";""04"";""0817600"";107;107;1892;619;0"
"2025;""04"";""39173300"";""10"";""023"";""MG"";""04"";""0817700"";10;10;1352;129;0"
"2025;""07"";""84829990"";""10"";""232"";""PR"";""04"";""0817600"";2;2;1947;8;0"
"2025;""06"";""40093100"";""10"";""275"";""RS"";""01"";""0817800"";61;61;1580;57;1"
"2025;""06"";""84835010"";""11"";""764"";""PR"";""04"";""0917900"";13;196;13841;1852;2"
"2025;""09"";""84483991"";""10"";""767"";""CE"";""04"";""0817600"";0;0;458;5;0"
"2025;""04"";""84839000"";""10"";""072"";""RS"";""04"";""0817700"";3;3;467;59;0"
"2025;""08"";""85369040"";""11"";""161"";""PR"";""04"";""0917900"";35715;54;10194;588;11"
"2025;""06"";""85051990"";""10"";""573"";""SP"";""04"";""0817600"";1;1;1723;64;0"
"2025;""10"";""39269061"";""10"";""023"";""SP"";""01"";""0817800"";0;0;14;0;0"
"2025;""10"";""56039220"";""10"";""160"";""SC"";""01"";""0927800"";511318;511318;841457;128862;454"
"2025;""08"";""94037000"";""11"";""160"";""AM"";""01"";""0317900"";250;791;2697;660;0"
"2025;""01"";""85113020"";""11"";""361"";""AM"";""01"";""0927700"";1440;248;2526;487;0"
"2025;""10"";""30049099"";""10"";""764"";""SP"";""01"";""0817800"";40872;40872;681503;7328;83"
"2025;""02"";""90251990"";""11"";""063"";""SP"";""01"";""0817800"";640;0;1212;17;0"
"2025;""06"";""73269090"";""10"";""764"";""RJ"";""04"";""0817700"";1;1;169;11;0"
"2025;""11"";""82024000"";""10"";""160"";""PR"";""01"";""0917800"";319;319;5496;41;2"
"2025;""11"";""85364900"";""11"";""493"";""RJ"";""04"";""0717700"";4;2;13806;662;0"
"2025;""11"";""85389020"";""11"";""361"";""SC"";""01"";""0927700"";1050;20450;384688;17632;72"
"2025;""07"";""84842000"";""10"";""538"";""RJ"";""04"";""0717700"";10;10;9003;178;0"
"2025;""06"";""40094100"";""10"";""160"";""MG"";""04"";""0817600"";2;2;828;93;0"
"2025;""10"";""29054900"";""10"";""271"";""SP"";""01"";""0817800"";6500;6500;22930;924;1"
"2025;""10"";""85051100"";""10"";""160"";""SP"";""04"";""0817700"";1215;1215;34170;14607;2"
"2025;""06"";""62014000"";""11"";""141"";""SP"";""04"";""0717700"";353;177;6297;462;1"
"2025;""10"";""29051999"";""10"";""249"";""SP"";""04"";""0817600"";1;1;147;572;0"
"2025;""05"";""85446000"";""10"";""161"";""SP"";""04"";""0817700"";0;0;37;2;0"
"2025;""08"";""62149010"";""11"";""528"";""SP"";""04"";""0817600"";256;109;63;24;0"
"2025;""03"";""70091000"";""10"";""399"";""AM"";""01"";""0227600"";64;64;2594;42;1"
"2025;""04"";""33072010"";""10"";""160"";""SC"";""01"";""0927700"";2686;2686;15499;3985;19"
"2025;""11"";""84629000"";""11"";""160"";""RJ"";""01"";""0717600"";2;1015;5190;158;9"
"2025;""11"";""84133090"";""11"";""275"";""PA"";""01"";""0817800"";1;27;2633;14;0"
"2025;""10"";""84145990"";""11"";""791"";""RJ"";""04"";""0717700"";2;2;1372;43;0"
"2025;""10"";""85392990"";""11"";""161"";""SP"";""04"";""0817600"";30;2;44;40;0"
"2025;""09"";""85044029"";""11"";""776"";""ES"";""04"";""0817700"";4;8;1127;45;0"
"2025;""12"";""40161010"";""10"";""628"";""PR"";""01"";""0917800"";1;1;22;0;0"
"2025;""06"";""84625100"";""11"";""160"";""AM"";""01"";""0817800"";3;4700;187000;6459;60"
"2025;""06"";""68042190"";""10"";""764"";""MG"";""01"";""0817800"";0;0;398;0;0"
"2025;""09"";""83022000"";""10"";""351"";""SC"";""01"";""0927700"";121;121;30;15;0"
"2025;""12"";""42022220"";""11"";""160"";""SC"";""04"";""0927501"";7;9;1651;103;4"
"2025;""08"";""85158010"";""11"";""249"";""SP"";""01"";""0817800"";1;1452;80330;1490;82"
"2025;""11"";""40081100"";""10"";""493"";""SP"";""01"";""0817800"";12732;12732;38171;12667;0"
"2025;""11"";""81019990"";""10"";""160"";""SP"";""04"";""0817700"";69;69;11164;1491;3"
"2025;""04"";""84219999"";""10"";""023"";""SP"";""04"";""0717700"";16;16;30299;481;0"
"2025;""05"";""83024900"";""10"";""087"";""SP"";""04"";""0817700"";3;3;70;25;0"
"2025;""01"";""90262090"";""11"";""355"";""SP"";""04"";""0817700"";56;11;11319;50;7"
"2025;""01"";""85333910"";""11"";""399"";""SC"";""04"";""0817600"";12;1;3318;248;2"
"2025;""09"";""84819090"";""10"";""249"";""RJ"";""04"";""0717700"";2512;2512;1128281;17461;712"
"2025;""06"";""73045190"";""10"";""160"";""SP"";""01"";""0817800"";25895;25895;58577;1619;131"
"2025;""09"";""73043920"";""10"";""249"";""SP"";""04"";""0817700"";236;236;2631;2713;4"
"2025;""06"";""74112210"";""10"";""160"";""SC"";""01"";""0927800"";4959;4959;61099;320;23"
"2025;""06"";""72042100"";""10"";""169"";""SC"";""01"";""0927800"";269500;269500;600010;12155;741"
"2025;""10"";""84122190"";""11"";""275"";""SP"";""01"";""0817800"";8;290;5194;32;1"
"2025;""07"";""85176291"";""11"";""160"";""CE"";""04"";""0317901"";454;6;6453;123;5"
"2025;""09"";""90278913"";""11"";""249"";""SP"";""01"";""0927800"";5;36;6515;4;0"
"2025;""05"";""73221900"";""10"";""249"";""SP"";""01"";""0817800"";2;2;50;4;0"
"2025;""05"";""19059090"";""10"";""249"";""SP"";""01"";""0927800"";164;164;210;25;0"
"2025;""01"";""85322590"";""11"";""361"";""SC"";""01"";""0927800"";2688;152;1317;94;6"
"2025;""01"";""85437099"";""11"";""858"";""SP"";""04"";""0817700"";149673;8;40696;753;7"
"2025;""11"";""84733041"";""11"";""858"";""ES"";""01"";""0817800"";2285;3142;170485;3900;388"
"2025;""03"";""87082913"";""11"";""249"";""GO"";""01"";""0817800"";1;12;48;2;0"
"2025;""09"";""84193900"";""11"";""087"";""SP"";""01"";""0817800"";4;1259;40889;32;19"
"2025;""08"";""84829190"";""10"";""087"";""SC"";""01"";""0717600"";14;14;266;2;0"
"2025;""07"";""94032090"";""11"";""160"";""RS"";""01"";""0817800"";5869;29126;42246;4299;6"
"2025;""01"";""38231100"";""10"";""249"";""SP"";""04"";""0817600"";5;5;49;62;0"
"2025;""09"";""42022220"";""11"";""160"";""SP"";""10"";""0817600"";87;20;2019;14;0"
"2025;""09"";""87082999"";""11"";""149"";""SC"";""04"";""0927501"";1;0;8;1;0"
"2025;""02"";""83111000"";""10"";""160"";""RS"";""01"";""1017700"";11125;11125;11524;2637;11"
"2025;""07"";""73182400"";""10"";""249"";""MG"";""04"";""0717700"";1;1;11;82;0"
"2025;""04"";""84313900"";""10"";""023"";""SP"";""04"";""0817700"";7511;7511;224945;41913;198"
"2025;""08"";""84339010"";""10"";""386"";""RS"";""01"";""1017700"";1165;1165;8926;316;1"
"2025;""10"";""48103990"";""10"";""764"";""SC"";""01"";""0927700"";270389;270389;174643;3814;238"
"2025;""12"";""84143011"";""11"";""160"";""MG"";""01"";""0717600"";36000;147612;346720;13099;397"
"2025;""05"";""74112990"";""10"";""160"";""SP"";""04"";""0817600"";25;25;305;213;0"
"2025;""07"";""92099900"";""10"";""249"";""SP"";""01"";""0817800"";421;421;24275;173;80"
"2025;""06"";""39206100"";""10"";""160"";""MG"";""01"";""0817800"";9;9;831;0;0"
"2025;""05"";""84231000"";""11"";""160"";""ES"";""01"";""0817800"";2000;600;2246;113;50"
"2025;""09"";""85030090"";""10"";""820"";""SP"";""04"";""0817600"";0;0;9;1;0"
"2025;""07"";""29419089"";""10"";""249"";""SP"";""04"";""0817600"";0;0;525;0;0"
"2025;""10"";""74153300"";""10"";""249"";""SP"";""10"";""0817900"";0;0;98;0;0"
"2025;""05"";""85321000"";""11"";""386"";""SP"";""04"";""0817600"";55;3;594;9;1"
"2025;""03"";""85176299"";""11"";""271"";""PR"";""01"";""0917800"";345;894;643782;24;3889"
"2025;""05"";""73079900"";""10"";""023"";""SP"";""01"";""0817800"";8774;8774;239576;2075;174"
"2025;""03"";""12092200"";""10"";""845"";""RS"";""07"";""1017701"";37725;37725;115213;1006;99"
"2025;""08"";""32041700"";""10"";""845"";""PE"";""07"";""1017701"";2033;2033;24446;61;1"
"2025;""03"";""90328930"";""11"";""249"";""MG"";""01"";""0817800"";10;244;100984;154;57"
"2025;""12"";""34031900"";""10"";""767"";""PR"";""04"";""0917900"";6;6;755;55;0"
"2025;""06"";""60019200"";""10"";""386"";""BA"";""04"";""0517801"";35;35;164;178;0"
"2025;""05"";""29269099"";""10"";""160"";""RS"";""01"";""1017700"";200;200;4797;168;25"
"2025;""01"";""85366990"";""11"";""160"";""RS"";""04"";""0817700"";30;71;1814;930;0"
"2025;""04"";""38249979"";""10"";""161"";""ES"";""01"";""0717600"";3;3;3813;5;8"
"2025;""04"";""90278999"";""11"";""399"";""SP"";""01"";""0817800"";3;729;122859;190;1874"
"2025;""08"";""84145990"";""11"";""160"";""PR"";""01"";""0917800"";67963;85295;575845;38574;878"
"2025;""11"";""85045010"";""11"";""160"";""AM"";""04"";""0227600"";3150000;57;15872;957;0"
"2025;""08"";""90251990"";""11"";""776"";""SP"";""01"";""0817800"";7345;39;9648;16;3"
"2025;""09"";""84734010"";""11"";""820"";""SP"";""04"";""0817700"";50;5;3583;46;1"
"2025;""08"";""74061000"";""10"";""628"";""SP"";""04"";""0817600"";0;0;99;33;0"
"2025;""05"";""90322000"";""11"";""160"";""SC"";""01"";""0927700"";5125;1345;14292;101;2"
"2025;""03"";""84314922"";""10"";""160"";""SC"";""01"";""0927800"";101504;101504;121543;18611;294"
"2025;""07"";""85044029"";""11"";""538"";""RJ"";""04"";""0717700"";15;27;23978;458;0"
"2025;""08"";""39269010"";""10"";""160"";""SC"";""01"";""0227600"";11;11;32;10;0"
"2025;""11"";""90021190"";""11"";""399"";""AM"";""04"";""0227700"";1;1;1166;168;1"
"2025;""01"";""65050031"";""10"";""105"";""SP"";""10"";""0817600"";0;0;38;1;0"
"2025;""03"";""10062020"";""10"";""586"";""AL"";""07"";""0917500"";157500;157500;56700;3347;0"
"2025;""04"";""84821010"";""11"";""858"";""SP"";""10"";""0817900"";36;10;686;5;0"
"2025;""05"";""84834090"";""11"";""190"";""SP"";""04"";""0817700"";600045;55;6720;511;13"
"2025;""03"";""39235000"";""10"";""160"";""RS"";""01"";""0717600"";5;5;16;3;0"
"2025;""06"";""39269069"";""10"";""023"";""BA"";""04"";""0817600"";2;2;230;46;0"
"2025;""08"";""39031110"";""10"";""351"";""SC"";""01"";""0927800"";510000;510000;590579;40683;1138"
"2025;""11"";""84379000"";""10"";""160"";""SC"";""04"";""0817700"";0;0;211;2;0"
"2025;""05"";""34029029"";""10"";""249"";""SP"";""04"";""0817600"";204;204;1609;1002;1"
"2025;""09"";""84799090"";""10"";""670"";""SP"";""04"";""0817600"";2;2;685;18;0"
"2025;""04"";""84145910"";""11"";""160"";""SC"";""04"";""0227700"";2820;124;8220;2026;10"
"2025;""04"";""48119090"";""10"";""160"";""SP"";""04"";""0817700"";2;2;85;34;0"
"2025;""07"";""39173240"";""10"";""573"";""SP"";""04"";""0817700"";0;0;441;1;0"
"2025;""03"";""84099959"";""11"";""399"";""SP"";""01"";""0817800"";5;93;3537;36;2"
"2025;""10"";""85443000"";""10"";""023"";""RS"";""04"";""0817600"";6;6;1804;90;2"
"2025;""08"";""85052090"";""10"";""160"";""GO"";""01"";""0817800"";15;15;393;2;0"
"2025;""04"";""85371090"";""10"";""858"";""SP"";""04"";""0817700"";0;0;213;14;0"
"2025;""01"";""57032900"";""15"";""160"";""PR"";""01"";""0917800"";7976;9580;42424;5895;75"
"2025;""04"";""82042000"";""10"";""190"";""SP"";""01"";""0817800"";26;26;78;23;0"
"2025;""09"";""29339919"";""10"";""160"";""SC"";""01"";""0927800"";52000;52000;318168;12476;862"
"2025;""07"";""09101100"";""10"";""361"";""SP"";""01"";""0817800"";1000;1000;2966;28;1"
"2025;""04"";""29211999"";""10"";""160"";""SP"";""01"";""0817800"";631160;631160;2240077;125409;291"
"2025;""02"";""90275020"";""11"";""160"";""SP"";""01"";""0817800"";3;570;18600;218;0"
"2025;""09"";""62053000"";""11"";""081"";""SC"";""01"";""0927700"";38608;9721;185345;8167;33"
"2025;""10"";""39211390"";""10"";""365"";""AM"";""01"";""0817800"";66;66;1722;74;1"
"2025;""10"";""85059019"";""11"";""386"";""SP"";""04"";""0817700"";6;0;286;3;0"
"2025;""04"";""85044010"";""11"";""858"";""PR"";""04"";""0817700"";1440;432;43900;4980;5"
"2025;""04"";""17023020"";""10"";""576"";""PA"";""01"";""0217800"";24000;24000;24520;4591;37"
"2025;""09"";""84479020"";""11"";""160"";""AL"";""01"";""0417902"";1;5500;34000;4394;38"
"2025;""04"";""29061950"";""10"";""361"";""SP"";""04"";""0817600"";0;0;221;2;0"
"2025;""05"";""90318099"";""11"";""493"";""PR"";""04"";""0817700"";42;109;13168;323;7"
"2025;""08"";""87089490"";""10"";""160"";""SP"";""07"";""0917500"";23040;23040;34380;500;103"
"2025;""12"";""84821010"";""11"";""072"";""PR"";""01"";""0917800"";6;34;1381;0;0"
"2025;""09"";""34013000"";""10"";""249"";""ES"";""01"";""0717600"";820;820;16789;2716;15"
"2025;""12"";""84368000"";""11"";""386"";""RS"";""01"";""0717600"";7;2370;91414;150;0"
"2025;""06"";""90328990"";""11"";""361"";""RO"";""01"";""0817800"";15;24;2575;7;3"
"2025;""01"";""70132800"";""10"";""372"";""SP"";""01"";""0817800"";2279;2279;1592;100;0"
"2025;""07"";""85369090"";""11"";""023"";""PR"";""04"";""0817700"";5760;9;3447;59;1"
"2025;""03"";""62033200"";""11"";""767"";""SP"";""04"";""0817600"";1;1;1166;13;1"
"2025;""06"";""39173229"";""10"";""160"";""SP"";""04"";""0817600"";177;177;7965;1696;17"
"2025;""05"";""21050010"";""10"";""365"";""SP"";""01"";""0817800"";27044;27044;34241;16850;257"
"2025;""05"";""85399090"";""10"";""160"";""SC"";""04"";""0817600"";66;66;6263;245;26"
"2025;""06"";""87087010"";""11"";""361"";""PR"";""01"";""0817800"";840;59220;85420;8585;28"
"2025;""10"";""32041210"";""10"";""245"";""RS"";""01"";""0917800"";150;150;1579;12;2"
"2025;""08"";""84133020"";""11"";""023"";""MG"";""04"";""0817700"";1;3;2530;40;0"
"2025;""08"";""65050022"";""10"";""858"";""SC"";""01"";""0927800"";89;89;4271;149;4"
"2025;""09"";""62179000"";""10"";""160"";""SC"";""01"";""0927800"";267;267;13125;1;52"
"2025;""12"";""84679200"";""10"";""467"";""SP"";""04"";""0817700"";0;0;50;1;0"
"2025;""12"";""85043111"";""11"";""750"";""RJ"";""01"";""0717600"";1;3;586;5;0"
"2025;""01"";""84615090"";""11"";""386"";""SP"";""01"";""0817800"";1;2030;25174;313;62"
"2025;""06"";""28469090"";""10"";""767"";""SP"";""04"";""0817700"";0;0;54;0;0"
"2025;""09"";""73239400"";""10"";""365"";""SP"";""04"";""0817600"";1;1;11;2;0"
"2025;""05"";""84439980"";""10"";""493"";""RJ"";""01"";""0717600"";34;34;421;6;1"
"2025;""03"";""62023000"";""11"";""858"";""SP"";""04"";""0817600"";468;348;11542;722;2"
"2025;""12"";""34023990"";""10"";""845"";""SC"";""07"";""1010252"";3000;3000;4893;94;15"
"2025;""12"";""39012029"";""10"";""586"";""PR"";""07"";""0917500"";200000;200000;20000;1600;0"
"2025;""12"";""85423190"";""11"";""355"";""MG"";""04"";""0817600"";14;1;4630;59;0"
"2025;""02"";""90139000"";""10"";""249"";""SP"";""04"";""0817600"";0;0;1958;339;7"
"2025;""01"";""84679900"";""10"";""160"";""MG"";""01"";""0727600"";79;79;864;36;0"
"2025;""11"";""28439090"";""10"";""160"";""SP"";""04"";""0817600"";0;0;1395;0;0"
"2025;""06"";""84137010"";""11"";""160"";""SC"";""01"";""1017700"";83;77;873;18;4"
"2025;""08"";""85153900"";""11"";""160"";""ES"";""04"";""0727600"";1;71;1307;1093;0"
"2025;""08"";""85365090"";""11"";""072"";""SC"";""04"";""0817600"";8;2;1083;78;3"
"2025;""01"";""85480010"";""10"";""249"";""SC"";""04"";""0817600"";6;6;2113;253;0"
"2025;""03"";""90328930"";""11"";""023"";""SP"";""01"";""0817800"";32;61;12146;115;1"
"2025;""04"";""84149020"";""10"";""161"";""RS"";""04"";""0817600"";0;0;12;5;0"
"2025;""08"";""38229000"";""10"";""628"";""RS"";""04"";""0817600"";9;9;13170;2281;0"
"2025;""04"";""87088000"";""11"";""190"";""SP"";""01"";""0817800"";626772;123001;807462;36125;257"
"2025;""06"";""29209090"";""10"";""160"";""RJ"";""01"";""0717600"";195;195;22620;81;1"
"2025;""04"";""84669350"";""10"";""160"";""RS"";""07"";""1010252"";1;1;60;0;0"
"2025;""10"";""39139090"";""10"";""160"";""SC"";""01"";""0927700"";300;300;6630;1;1"
"2025;""04"";""84626200"";""11"";""161"";""MG"";""01"";""0817800"";4;103655;1354000;145000;4004"
"2025;""09"";""84669320"";""10"";""160"";""RS"";""01"";""1017700"";1137;1137;23052;432;32"
"2025;""09"";""85414900"";""11"";""267"";""SP"";""04"";""0817700"";47320;21;31932;1085;33"
"2025;""05"";""84133090"";""11"";""628"";""SP"";""04"";""0817700"";7;61;6116;186;3"
"2025;""08"";""91021110"";""11"";""767"";""AM"";""04"";""0227700"";2;1;92;7;0"
"2025;""01"";""84142000"";""11"";""160"";""SP"";""01"";""0727600"";400;10;44;5;0"
"2025;""08"";""85423939"";""11"";""247"";""SP"";""04"";""0817600"";34500;16;29226;2547;3"
"2025;""10"";""29121999"";""10"";""249"";""SP"";""01"";""0817800"";170;170;2683;6;0"
"2025;""01"";""30021229"";""10"";""399"";""SP"";""04"";""0817600"";19;19;1320;485;2"
"2025;""01"";""84159090"";""10"";""232"";""SP"";""04"";""0817600"";10;10;210;6973;2"
"2025;""05"";""85076000"";""11"";""160"";""BA"";""04"";""0517801"";1000;289;6000;1935;0"
"2025;""01"";""85437099"";""11"";""023"";""SP"";""04"";""0817700"";5040;2152;241153;13011;81"
"2025;""08"";""85439010"";""10"";""160"";""RS"";""01"";""0817800"";4;4;1760;4;0"
"2025;""04"";""39269090"";""10"";""628"";""AM"";""01"";""0227600"";295;295;8525;292;1"
"2025;""02"";""85122011"";""11"";""271"";""SP"";""01"";""0817800"";1681;1513;145805;703;82"
"2025;""06"";""40092290"";""10"";""764"";""MG"";""01"";""0817800"";16;16;774;3;0"
"2025;""05"";""62022000"";""11"";""399"";""SC"";""04"";""0817600"";2;3;705;31;0"
"2025;""10"";""85122021"";""11"";""247"";""SP"";""04"";""0817700"";1;0;24;2;0"
"2025;""01"";""39269090"";""10"";""628"";""PE"";""04"";""0817600"";34;34;2373;562;8"
"2025;""07"";""38160019"";""10"";""603"";""RJ"";""01"";""0817800"";900;900;2516;311;0"
"2025;""03"";""85322990"";""11"";""791"";""SP"";""04"";""0817600"";1;28;741;104;0"
"2025;""03"";""94039900"";""10"";""161"";""SP"";""04"";""0817600"";26;26;576;173;0"
"2025;""08"";""85366910"";""11"";""386"";""MG"";""01"";""0817800"";809;752;25964;602;34"
"2025;""05"";""87089990"";""10"";""023"";""MT"";""01"";""0817800"";1;1;41;1;0"
"2025;""10"";""61031090"";""11"";""386"";""SP"";""04"";""0817600"";8;4;773;56;0"
"2025;""03"";""87081000"";""11"";""249"";""SC"";""01"";""0927700"";6675;7175;349988;14413;37"
"2025;""11"";""40169990"";""10"";""275"";""ES"";""01"";""0717600"";0;0;9;0;0"
"2025;""04"";""85365090"";""11"";""249"";""PR"";""01"";""0817800"";647;31;10015;13;4"
"2025;""01"";""86071990"";""10"";""361"";""SP"";""01"";""0817800"";6780;6780;79900;10460;48"
"2025;""10"";""84213100"";""11"";""399"";""AM"";""01"";""0817800"";180;303;4567;340;0"
"2025;""11"";""25084010"";""10"";""275"";""SC"";""01"";""0717600"";23660;23660;3546;1172;0"
"2025;""12"";""34049019"";""10"";""149"";""SP"";""04"";""0817600"";2;2;119;23;0"
"2025;""07"";""84836090"";""11"";""244"";""SE"";""04"";""0717700"";10;4;613;94;0"
"2025;""02"";""84735010"";""11"";""399"";""RJ"";""04"";""0717700"";1;2;300;69;0"
"2025;""04"";""64029190"";""13"";""386"";""SP"";""04"";""0817600"";1;2;479;18;0"
"2025;""05"";""40051090"";""10"";""069"";""MG"";""04"";""0817600"";1397;1397;73872;15762;179"
"2025;""01"";""85176294"";""11"";""442"";""SP"";""04"";""0817700"";3;1;2289;7;0"
"2025;""04"";""82059000"";""10"";""573"";""SP"";""01"";""0817800"";354;354;8790;5;2"
"2025;""07"";""29362320"";""10"";""361"";""MG"";""04"";""0617700"";0;0;59;21;0"
"2025;""04"";""29156029"";""10"";""493"";""SP"";""04"";""0817700"";1;1;37;232;0"
"2025;""10"";""90271000"";""11"";""023"";""SP"";""04"";""0817700"";120;270;157287;4386;226"
"2025;""12"";""85049040"";""10"";""365"";""SP"";""04"";""0817600"";28;28;3050;207;0"
"2025;""10"";""73151290"";""10"";""776"";""PR"";""04"";""0917900"";34;34;571;286;1"
"2025;""11"";""90328990"";""11"";""427"";""SP"";""04"";""0817600"";1;1;116;9;0"
"2025;""05"";""90183929"";""11"";""361"";""RS"";""04"";""1017801"";369;41;6642;732;24"
"2025;""07"";""90011019"";""10"";""161"";""ES"";""04"";""0817600"";1;1;1170;18;2"
"2025;""02"";""61045300"";""11"";""160"";""SC"";""04"";""0817600"";371;76;1783;330;12"
"2025;""03"";""85285900"";""11"";""160"";""RS"";""04"";""1017801"";5;8;125;115;0"
"2025;""05"";""84814000"";""11"";""023"";""SC"";""04"";""0927800"";35;8;5690;23;1"
"2025;""03"";""85362000"";""11"";""275"";""RJ"";""04"";""0717700"";2;0;174;37;0"
"2025;""05"";""40169300"";""10"";""023"";""RS"";""01"";""1017700"";84;84;11736;48;4"
"2025;""09"";""84099190"";""10"";""023"";""RS"";""01"";""1017700"";3291;3291;109820;2308;9"
"2025;""03"";""84839000"";""10"";""603"";""MS"";""04"";""0817600"";0;0;106;14;0"
"2025;""01"";""85359090"";""11"";""249"";""SP"";""01"";""0817800"";528;165;8448;34;5"
"2025;""11"";""29171930"";""10"";""573"";""SP"";""01"";""0817800"";150;150;562;139;0"
"2025;""10"";""84879000"";""10"";""244"";""MS"";""04"";""0817600"";3;3;5435;47;15"
"2025;""03"";""40129010"";""10"";""160"";""PE"";""01"";""0717600"";380;380;463;122;0"
"2025;""03"";""49100000"";""10"";""399"";""SP"";""04"";""0817700"";4;4;126;360;0"
"2025;""10"";""38249979"";""10"";""063"";""SP"";""04"";""0817600"";60;60;498;146;0"
"2025;""02"";""38099110"";""10"";""087"";""RJ"";""01"";""0717600"";6416;6416;50753;290;31"
"2025;""01"";""84833029"";""11"";""776"";""SP"";""04"";""0817900"";161;25;3322;213;2"
"2025;""01"";""39129090"";""10"";""249"";""SC"";""01"";""0927700"";214;214;3042;208;1"
"2025;""08"";""70091000"";""10"";""474"";""SC"";""04"";""0817600"";0;0;35;26;0"
"2025;""03"";""84195021"";""11"";""764"";""PR"";""04"";""0917900"";4;26;1260;474;0"
"2025;""07"";""61045300"";""11"";""607"";""SP"";""04"";""0817600"";2;1;19;2;0"
"2025;""11"";""70052100"";""15"";""275"";""SP"";""01"";""0817800"";13917;113954;159008;6101;50"
"2025;""02"";""85014011"";""11"";""072"";""SP"";""04"";""0817700"";7;4;947;41;0"
"2025;""09"";""40092290"";""10"";""190"";""RJ"";""01"";""0817800"";52;52;1295;16;0"
"2025;""09"";""30032099"";""10"";""160"";""GO"";""04"";""0817600"";701;701;410170;8849;38"
"2025;""12"";""41015010"";""10"";""249"";""PR"";""01"";""0817800"";309937;309937;298550;16223;110"
"2025;""03"";""49019900"";""10"";""399"";""SP"";""04"";""0817600"";95;95;2517;2059;14"
"2025;""04"";""85452000"";""10"";""161"";""SP"";""04"";""0817600"";0;0;73;0;0"
"2025;""05"";""28111990"";""10"";""023"";""SP"";""01"";""0817800"";2;2;613;0;0"
"2025;""05"";""32089039"";""10"";""767"";""SC"";""04"";""0817700"";19;19;1722;778;0"
"2025;""01"";""85122021"";""11"";""160"";""SP"";""01"";""0817800"";21757;1871;48204;1709;17"
