CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_VIA;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB
2025;09;85176277;11;586;SC;07;0917500;3;3;42
2025;02;16041410;10;080;SP;01;0812051;15;15;170
2025;11;16025000;10;607;RJ;01;0717800;6;6;47
2025;06;34029090;10;770;AP;07;0240151;648;648;245
2025;08;32064100;10;097;SP;07;0147600;2000;2000;7540
2025;07;85114000;11;063;SP;07;1017504;769;3225;79194
2025;08;31031900;10;586;SP;07;0917500;15350;15350;101980
2025;01;21031010;10;158;SP;07;1017500;2107;2107;2713
2025;11;90142090;11;386;RJ;04;0817700;1;1;4984
2025;02;19041000;10;249;SP;01;0717600;366;366;1658
2025;10;02062990;10;538;RJ;01;0717600;31;31;70
2025;10;39219090;10;169;SC;01;0927700;25129;25129;79165
2025;03;40103100;10;845;SP;04;0817700;1;1;550
2025;10;84389000;10;607;PR;04;0817600;82;82;2511
2025;01;08029200;10;607;SP;01;0817800;10;10;120
2025;09;23099090;10;244;SC;01;0927800;20000;20000;45880
2025;09;02071412;10;888;MG;01;0717800;27300;27300;34453
2025;04;70071100;11;586;MG;07;0917500;2;5;34
2025;10;02071422;10;493;RS;01;0927700;592620;592620;1482430
2025;03;44039800;16;845;RS;07;1010252;28;25170;1187
2025;04;16010000;10;476;SC;01;0927700;88;88;413
2025;11;08071900;10;573;CE;01;0317900;1392772;1392772;1337460
2025;12;85443000;10;249;PR;04;0817700;12;12;2524
2025;04;90138000;11;607;SP;04;0817700;130;11;15375
2025;10;84099120;11;249;SP;01;0817800;101825;46677;1447164
2025;04;28321010;10;476;AM;01;0227600;200;200;541
2025;07;39021010;10;160;MG;04;0817600;300;300;1238
2025;02;87082919;11;169;SP;04;0817600;1;3;151
2025;10;85365090;11;756;SC;04;0817700;200;32;994
2025;11;33021000;10;607;RJ;01;0717800;0;0;6
2025;10;85365090;11;158;SP;07;0917500;235;22;8670
2025;01;07099919;10;351;ES;01;0727600;81;81;75
2025;02;84819010;10;097;SP;00;0147600;230;230;3547
2025;11;39011030;10;160;SP;01;0817800;68750;68750;43243
2025;09;32141010;10;063;PR;07;1017500;52450;52450;245741
2025;05;87082200;11;063;RJ;07;1017503;385;3842;32172
2025;06;83024100;10;097;SC;07;0147600;21;21;267
2025;03;02062200;10;580;SP;01;0812051;19;19;38
2025;01;33061000;10;163;RS;01;1017700;0;0;1
2025;10;39021010;10;160;SP;04;0817700;200;200;420
2025;11;64029990;13;493;RS;04;0817600;120;65;3759
2025;01;19059090;10;476;PR;01;0917800;317;317;1044
2025;05;11022000;10;628;PR;01;0917800;2760;2760;2031
2025;01;94029090;10;040;GO;04;0817600;101;101;3552
2025;01;39069019;10;361;RS;01;0927800;5000;5000;6445
2025;04;09030090;10;580;SP;01;0717600;37;37;280
2025;04;85235210;11;063;SP;04;0817600;22625;147;3633
2025;02;19053100;10;741;RS;01;1017700;24;24;152
2025;05;04061090;10;399;ES;01;0717800;10;10;67
2025;08;18061000;10;580;RS;01;1017700;2;2;22
2025;12;08055000;10;741;RJ;01;0717800;14;14;42
2025;10;84254990;11;240;RS;01;0817800;90;5130;16309
2025;06;73181500;10;275;SP;04;0817700;2747;2747;105602
2025;02;07102100;10;386;SP;01;0817800;20;20;65
2025;08;94032090;11;521;RS;01;1017700;40;920;1864
2025;08;07051900;10;090;SP;01;0817800;4;4;11
2025;06;02071412;10;229;RS;01;0927700;14400;14400;13745
2025;04;16042090;10;476;BA;01;0517800;2;2;20
2025;01;96033000;11;169;SP;04;0817700;115;4;222
2025;09;16010000;10;551;SC;01;0927800;32910;32910;45136
2025;11;38221990;10;434;SP;01;0517800;0;0;11
2025;11;40092210;10;365;SP;04;0817600;3;3;55
2025;11;48115930;10;063;SP;07;1017500;57699;57699;297476
2025;03;83022000;10;249;SP;01;0817800;148;148;1162
2025;08;85015210;11;580;SC;01;0927800;41;3268;10334
2025;06;85114000;11;249;GO;04;0817700;1;17;5911
2025;02;07097000;10;476;SC;01;0927700;35;35;90
2025;04;73182100;10;240;SP;04;0817600;0;0;0
2025;05;20057000;10;741;SP;01;0817800;3;3;21
2025;02;07051900;10;607;PR;01;0917800;7;7;7
2025;05;70091000;10;063;RS;07;1017500;2320;2320;25521
2025;01;18061000;10;267;RJ;01;0717800;1;1;12
2025;12;85044029;11;196;MG;04;0817600;30;27;900
2025;01;73181500;10;063;PR;07;1017500;20;20;231
2025;06;21050090;10;087;BA;01;0517800;20;20;63
2025;07;84313110;10;845;RS;07;1017701;67;67;394
2025;10;40103400;10;063;SP;01;0817800;1159;1159;19877
2025;01;84798999;11;158;SP;07;1017500;15863;84363;399938
2025;01;18063210;10;434;MA;01;0317903;8;8;102
2025;07;11041900;10;351;ES;01;0727600;1;1;9
2025;04;84834010;11;249;RJ;01;0817800;2;346;23544
2025;11;40103900;10;493;PR;01;0917800;0;0;63
2025;01;85258929;11;589;SP;04;0817700;5;2;1810
2025;10;08044000;10;249;SC;01;0917800;80;80;491
2025;06;02071419;10;476;AL;01;0517800;10;10;31
2025;11;44092200;16;249;RO;01;0917800;21;25300;85888
2025;01;85444200;10;083;PR;01;0917800;1;1;10
2025;02;23099010;10;169;RS;01;1017700;47510;47510;59012
2025;05;85369090;11;160;RJ;04;0817700;44;2;9774
2025;11;09102000;10;301;RJ;01;0717600;1;1;4
2025;07;07099300;10;467;RS;01;1017700;90;90;120
2025;09;11029000;10;741;RJ;01;0717800;10;10;16
2025;05;87082999;11;158;SP;04;0817600;2399;1981;62420
2025;11;84831090;11;177;SP;01;0817800;4;5;440
2025;11;62063000;11;586;SC;04;0817600;8;1;68
2025;05;30021229;10;676;SC;01;0817800;47250;47250;230884
2025;03;02071439;10;888;MT;01;0927800;154250;154250;17133
2025;10;84749000;10;040;MG;04;0817600;220;220;2820
2025;05;84818095;11;239;PR;04;0817700;6;0;17
2025;10;02101200;10;087;ES;01;0727600;20;20;49
2025;10;39269010;10;158;SP;04;0817600;0;0;177
2025;08;90292010;11;670;SP;04;0817600;4;2;90
2025;08;21041019;10;580;RS;01;1017700;1;1;29
2025;02;29094932;10;239;SP;01;0817800;2280;2280;7296
2025;07;07020000;10;741;PR;01;0917800;45;45;46
2025;05;84322900;11;890;SP;01;0817800;5;2699;11736
2025;12;20031000;10;467;SP;01;0917800;6;6;47
2025;06;07096000;10;476;SP;01;0927502;4;4;8
2025;06;85389090;10;158;PR;01;0817800;7;7;587
2025;11;72283000;10;586;SP;07;0917500;935;935;11149
2025;07;73182200;10;063;GO;01;0817800;1;1;571
2025;11;90328981;11;063;RS;04;0817600;15;4;786
2025;07;84212990;11;589;PR;04;0817700;71;7;1966
2025;08;30064012;10;676;RJ;04;0717700;15;15;4021
2025;09;30064011;10;741;PR;04;0817600;13;13;5225
2025;04;38089299;10;586;SP;07;0917500;147868;147868;1834330
2025;08;19023000;10;434;SC;01;0917800;28;28;329
2025;11;84798999;11;586;SP;04;0817600;1;2;222
2025;12;08072000;10;538;SP;01;0817800;83;83;187
2025;12;83016000;10;586;SP;07;0917500;28;28;1270
2025;04;02031900;10;434;PA;00;0210200;40;40;363
2025;10;84821010;11;845;DF;07;1010252;10;3;24
2025;05;17019900;21;488;MG;01;0817800;2268;2268000;997731
2025;06;02071413;10;476;MA;01;0317903;78;78;196
2025;03;21069029;10;580;SP;01;0817800;453;453;1481
2025;01;25221000;10;845;RS;07;1010253;58000;58000;5370
2025;01;84295199;11;589;SP;01;0817800;5;99060;833335
2025;08;02091021;10;232;BA;01;0517800;4;4;48
2025;01;39191090;10;080;SP;01;0917800;36;36;505
2025;11;84581990;11;493;SP;01;0817800;1;1190;8080
2025;07;87089990;10;097;SP;04;0817600;10;10;351
2025;05;21050010;10;580;ES;01;0717800;8;8;50
2025;02;73202010;10;275;SP;04;0817700;44;44;878
2025;12;62045900;11;607;RJ;04;0817700;2;1;33
2025;01;84123110;11;756;RS;01;0927800;75;104;1557
2025;10;83012000;10;493;SP;04;0817700;1;1;124
2025;06;87083090;11;200;SP;07;0917500;10;4;381
2025;11;84819090;10;589;RS;01;1017700;16;16;987
2025;09;39231090;10;063;PR;01;0817800;1274;1274;7433
2025;01;84329000;10;665;GO;04;0817700;3;3;1125
2025;12;17049010;10;476;ES;01;0727600;1;1;40
2025;07;38051000;10;249;SP;01;0917800;20250;20250;60072
2025;08;40169300;10;607;SC;04;0927501;1;1;491
2025;03;85258929;11;249;MG;04;0817600;1;2;453
2025;04;40094290;10;476;SP;00;0210200;6;6;1198
2025;09;17011400;21;580;SC;01;0927700;70;80;93
2025;04;07099300;10;628;ES;01;0727600;20;20;23
2025;10;54021990;10;169;SP;04;0817700;14;14;12266
2025;09;04069030;10;080;SP;01;0817800;4;4;45
2025;11;84099114;11;399;AM;04;0227700;40;1;60
2025;03;30066000;10;169;SP;04;0817600;349;349;10500
2025;04;85124010;11;687;SP;01;0817800;4;2;27
2025;10;16042010;10;538;RJ;01;0717800;29;29;466
2025;04;02071412;10;824;SP;01;0817800;555165;555165;616288
2025;02;29054500;10;676;SP;01;0817800;96200;96200;61087
2025;05;23091000;10;158;RS;01;1017700;151248;151248;118406
2025;10;94037000;11;580;SP;01;0817800;1099;4435;10328
2025;09;03046290;10;301;SP;01;0817800;50;50;265
2025;05;39269090;10;196;RS;01;0927800;12;12;282
2025;08;39069053;10;097;SP;07;0147600;5000;5000;36600
2025;01;11010010;10;705;AL;01;0417902;150;150;166
2025;04;85412120;11;249;SP;01;0817800;65078;2;828
2025;07;90041000;11;245;ND;01;0717600;6;1;44
2025;04;61179000;10;239;SC;04;0817600;116;116;1721
2025;06;04011010;10;077;RJ;01;0717600;90;90;101
2025;11;87084090;11;158;SP;04;0817700;458;332;34918
2025;04;44129900;16;493;PR;01;0917800;204;110400;51921
2025;06;07133399;10;434;RJ;01;0717600;39;39;145
2025;01;08071100;10;741;SP;01;0817800;840;840;590
2025;08;07031019;10;538;RJ;01;0812051;85;85;111
2025;05;22030000;17;586;MS;07;0147800;21581;28572;9777
2025;10;20059900;10;434;AL;01;0317900;10;10;34
2025;03;94017900;11;063;MG;07;1017500;20;121;6813
2025;01;30049059;10;158;SP;01;0817800;493;493;88958
2025;11;11062000;10;586;SC;07;0917500;1800;1800;2160
2025;07;25232910;10;586;PR;07;0917500;3984900;3984900;312869
2025;07;73069010;10;087;SP;01;0817800;28;28;2150
2025;02;61130000;11;403;SP;04;0817600;100;101;2683
2025;08;83021000;10;169;SP;01;0817800;155;155;2037
2025;11;87084090;11;169;SP;04;0817700;5361;4714;197287
2025;03;38159010;10;845;RJ;01;0717600;106480;106480;456210
2025;06;33051000;10;053;SP;01;0717800;795;795;1740
2025;01;48102990;10;063;SP;07;0927900;33793;33793;40665
2025;03;29061990;10;160;SP;04;0817600;400;400;38940
2025;02;02071421;10;244;RS;01;1017700;162000;162000;361524
2025;04;21032090;10;476;RS;01;1017800;10;10;27
2025;11;11061000;10;607;SP;01;0817800;10;10;16
2025;02;73211100;11;845;RS;07;1010252;2100;933;9758
2025;05;85177190;11;063;PR;04;0817600;3;0;30
2025;04;27101921;16;476;RS;01;1017700;241;200249;166610
2025;01;07051100;10;301;RJ;01;0717600;70;70;92
2025;01;81059090;10;160;RJ;04;0817600;0;0;2649
2025;06;33059000;10;386;CE;04;0317901;1178;1178;23838
2025;07;73269090;10;399;SC;04;0817700;8;8;1
2025;07;52094290;10;586;PR;07;0917500;6002;6002;27028
2025;12;90230000;10;737;SP;04;0817700;2;2;170
2025;12;73158200;10;083;PR;01;0917800;5;5;90
2025;12;73182200;10;890;SP;01;0917800;9;9;286
2025;10;02071421;10;776;SP;01;0817800;40;40;70
2025;02;84799090;10;586;SP;15;0917500;42;42;1594
2025;11;94021000;10;087;SC;04;0817600;0;0;1
2025;10;33074900;10;845;PE;01;0420154;7;7;58
2025;02;05100090;10;586;TO;07;0917500;0;0;34206
2025;05;94054200;10;589;MG;04;0817700;7443;7443;194551
2025;12;61033200;11;245;SC;04;0817700;5;6;52
2025;08;17041000;10;063;MG;07;0927900;4896;4896;8323
2025;07;73181500;10;741;SP;01;0817800;29;29;416
2025;09;16042010;10;053;RS;01;1017700;3;3;40
2025;05;90328911;11;845;SP;07;1017701;4;0;310
2025;03;40169300;10;160;SP;04;0817700;12;12;7009
2025;06;82021000;10;434;SP;00;0240100;1;1;30
2025;08;32089029;10;169;SP;07;1017500;12540;12540;87784
2025;06;84833029;11;493;SP;04;0817700;10;1;163
2025;10;40022099;10;063;RS;07;1017500;68040;68040;121197
2025;11;02071419;10;827;MG;01;0817800;3510;3510;5788
2025;10;02071432;10;756;SC;01;0917800;27000;27000;30942
2025;10;02071412;10;580;ES;01;0727600;225;225;670
2025;10;64039990;13;317;RJ;04;0717700;510;478;18069
2025;01;39269090;10;586;SP;15;0917500;1300;1300;7872
2025;02;21039019;10;077;ES;01;0717600;14;14;95
2025;10;29182110;10;586;SP;04;0817600;1;1;9
2025;03;27101991;10;493;SP;01;0817800;5085;5085;28527
2025;01;84814000;11;190;PR;01;0917800;1;1;57
2025;04;84143091;11;317;SP;01;0817800;2;15;327
2025;05;61044200;11;586;MS;07;0917500;8;2;169
2025;12;85044010;11;097;SC;04;0817600;4;2;544
2025;11;73269090;10;521;SP;01;0817800;4;4;624
2025;11;62071900;11;063;SC;07;1017500;26;5;109
2025;02;44081099;16;161;SC;01;0927800;630;342182;134125
2025;03;85112090;11;023;RS;01;1017700;41;13;1582
2025;07;87089490;10;063;RS;07;1017500;5299;5299;65258
2025;04;84138100;11;845;SP;07;1017701;499;69;3661
2025;02;21032010;10;301;SC;01;0917800;113;113;120
2025;03;38229000;10;149;SP;04;0817600;340;340;113256
2025;04;68042119;10;589;RS;07;1017500;5;5;9
2025;08;02102000;10;040;SP;01;0817800;209850;209850;1212488
2025;05;17049010;10;198;SP;01;0927800;666;666;9716
2025;07;84199090;10;493;SP;04;0817600;0;0;36
2025;12;08039000;10;163;PR;01;0917800;75;75;66
2025;05;45049000;10;158;SP;07;1017500;78;78;1691
2025;10;84213200;11;158;SP;00;0810900;2;0;1335
2025;01;73249000;10;063;RS;07;1017500;18;18;787
2025;03;07104000;10;628;RN;01;0317900;198000;198000;112550
2025;03;39269090;10;386;RS;04;0817600;0;0;12
2025;11;07051100;10;741;ES;01;0710251;20;20;37
2025;12;18031000;21;573;BA;01;0517800;100;100000;755524
2025;07;85443000;10;850;ES;01;0817800;24;24;493
2025;02;61046200;11;163;SC;04;0817600;14;5;262
2025;12;90022010;10;399;SP;04;0817700;0;0;2036
2025;04;02023000;10;249;SP;01;0927700;105052;105052;586805
2025;12;07099990;10;434;ES;01;0710251;5;5;11
2025;04;21011110;21;351;SP;01;0817800;0;0;162
2025;12;09101100;10;267;RS;01;1017700;5;5;13
2025;12;02101900;10;080;SP;01;0717600;23;23;138
2025;07;02032900;10;476;ES;01;0717800;130;130;754
2025;06;70072100;11;158;RS;07;1017500;400;10204;42227
2025;04;90328981;11;850;SP;04;0817700;8;1;97
2025;03;38089119;10;077;SP;01;0817800;6;6;176
2025;11;73239900;10;586;PR;07;0147800;1289;1289;7607
2025;10;39269090;10;200;RS;01;0927700;1;1;38
2025;08;84379000;10;586;RS;07;0917500;838;838;19969
2025;11;84439950;10;756;SC;04;0817600;0;0;77
2025;12;90159090;10;154;RN;04;0817700;2;2;4596
2025;04;90184100;11;097;SP;07;0147600;8;105;1600
2025;03;02071422;10;198;RS;01;1017700;27000;27000;73250
2025;04;69072200;15;249;PR;01;0927700;835;12021;5780
2025;10;39172300;10;317;SC;01;0927502;382;382;718
2025;07;39206900;10;845;SC;07;1010252;48;48;303
2025;06;02071434;10;329;GO;01;0817800;106020;106020;61831
2025;09;84219999;10;845;SP;07;1010252;674;674;11632
2025;03;09062000;10;163;SP;01;0817800;2;2;16
2025;01;20089790;10;628;SP;04;0817600;5328;5328;36200
2025;08;85122022;11;845;SP;07;1010351;110;18;992
2025;01;94036000;11;149;RS;04;0817700;2;51;260
2025;07;84243090;11;586;RS;07;0917500;900;43;1578
2025;10;35061090;10;845;SP;07;1010252;194;194;2754
2025;09;09030090;10;399;RS;01;0817800;200;200;608
2025;06;08071100;10;476;SC;01;0917800;420;420;228
2025;10;48025799;10;097;PR;07;0147600;23536;23536;30306
2025;07;40169990;10;158;SP;01;0817800;105;105;2198
2025;05;02071411;10;434;RS;01;1017700;178;178;677
2025;03;02032100;10;476;PA;00;0210200;140;140;924
2025;09;02071432;10;289;PR;01;0927800;34530;34530;38662
2025;06;94044000;10;586;SC;07;0917500;82;180;8297
2025;04;02063000;10;434;PA;01;0217800;90;90;564
2025;11;04051000;10;434;ES;01;0727600;172;172;837
2025;08;85364900;11;158;SP;07;1017500;156;448;20246
2025;04;07039010;10;434;SP;01;0927700;10;10;24
2025;06;62034200;11;399;RJ;04;0717700;35;19;1920
2025;12;85015310;11;493;SC;01;0917800;1;967;3338
2025;09;02062910;10;154;MT;01;0917800;3510;3510;12519
2025;12;11010010;10;476;RS;01;1017700;837;837;1023
2025;09;02032200;10;351;SP;01;0817800;634;634;2955
2025;12;04069090;10;163;PR;01;0917800;34;34;256
2025;01;27111300;10;083;PR;01;0917800;40;40;575
2025;04;22011000;17;351;AL;01;0430151;342;334;136
2025;08;08045020;10;607;SC;01;0927700;35;35;64
2025;10;84818095;11;169;SP;04;0817700;5;10;576
2025;08;44123300;16;232;PR;01;0917800;206;105978;59035
2025;03;11022000;10;485;GO;01;0927700;22500;22500;13436
2025;04;02071434;10;756;RS;01;0927800;191370;191370;154773
2025;10;09012100;10;434;PR;01;0817800;1;1;74
2025;07;40169990;10;434;SP;01;0817800;1;1;21
2025;07;83012000;10;239;SP;04;0817700;6;6;1577
2025;04;84812090;11;493;RS;01;0927700;224;39;1727
2025;11;39269090;10;158;SP;07;1017503;1026;1026;12975
2025;06;85071090;11;072;PE;04;0417901;15;228;651
2025;04;84223021;11;063;SP;07;1017500;1;90;10542
2025;12;02013000;10;383;MT;01;0917800;43504;43504;488930
2025;02;11081400;10;249;PR;01;0927700;79950;79950;76137
2025;12;84879000;10;069;SP;04;0817600;0;0;0
2025;10;28043000;16;467;RJ;01;0817800;10;12;590
2025;08;84295219;11;493;SP;01;0817800;2;43128;229172
2025;06;83079000;10;586;SC;07;0917500;1;1;247
2025;08;25010020;10;081;RJ;01;0717600;5;5;4
2025;08;21011110;21;438;RS;01;0927700;8;7920;135059
2025;02;22029900;17;063;RJ;01;0517800;48;48;315
2025;04;22042100;17;607;SP;01;0817800;57;57;186
2025;04;07143000;10;434;PA;00;0210200;20;20;56
2025;04;30049039;10;434;SP;01;0817800;0;0;24
2025;07;85312000;11;158;RS;04;0817700;1;0;83
2025;04;40169990;10;160;SP;04;0817600;63;63;2051
2025;12;87082993;11;845;PR;07;1017701;1;30;600
2025;12;85013110;11;249;PR;04;0817700;2;1;134
2025;06;39073019;10;053;MG;04;0817700;13600;13600;738000
2025;04;96081000;11;345;SP;04;0817700;30;0;19
2025;07;39022000;10;589;SP;01;0817800;14000;14000;54449
2025;12;84291190;11;580;SP;01;0817800;3;43110;347504
2025;03;84181000;11;493;SC;01;0927800;285;21945;97755
2025;12;25199090;10;196;CE;01;0517800;72000;72000;16620
2025;05;85363090;11;586;SP;15;0917500;1;0;18
2025;02;94034000;11;586;PR;07;0917500;2066;89334;93924
2025;01;03023100;10;163;CE;01;0317900;21;21;83
2025;12;87034000;11;063;SP;07;1017503;582;830205;11693563
2025;08;84672999;11;163;PA;01;0217800;1;6;142
2025;10;03021400;10;467;CE;01;0317900;12;12;167
2025;07;08055000;10;434;SP;01;0717600;95;95;535
2025;03;87141000;10;337;SP;01;0817800;11;11;275
2025;11;38101010;10;043;RJ;01;0717600;89;89;280
2025;03;90328929;11;063;SP;04;0817600;757;309;42095
2025;09;85043111;11;493;SC;04;0817700;1;3;210
2025;02;20081900;10;476;CE;01;0420154;2;2;105
2025;09;08013200;10;169;CE;01;0817800;11340;11340;90153
2025;10;90261029;11;586;PR;15;0917500;1;1;149
2025;02;85491900;10;467;SP;01;0917800;2;2;1509
2025;08;84213990;11;770;SC;01;0927800;52;615;6514
2025;02;87089490;10;493;RS;01;0927700;3;3;350
2025;07;85049040;10;845;SC;07;1017701;21;21;7790
2025;07;20029000;10;198;SP;01;0812051;14;14;29
2025;06;85395200;11;196;RS;04;0817600;150;10;556
2025;02;07041000;10;434;AL;01;0417902;23;23;109
2025;09;84798210;11;063;SP;04;0817600;15;90;15197
2025;08;30042029;10;077;SP;01;0817800;0;0;16
2025;12;30049096;10;040;SP;01;0927800;70;70;1464
2025;01;73064000;10;040;SP;01;0817800;10635;10635;55279
2025;12;02071439;10;158;PR;07;0917500;44160;44160;12236
2025;02;85443000;10;240;SP;04;0817700;6;6;76
2025;10;68042119;10;586;SC;07;0147800;36;36;1428
2025;03;25010020;10;476;SP;01;0817800;180;180;96
2025;01;83024200;10;309;SC;01;0927502;7;7;31
2025;04;07133329;10;538;AL;01;0517800;4;4;12
2025;04;85114000;11;455;PR;01;0817800;1;8;60
2025;08;84798210;11;589;SP;01;0817800;20;1304;81654
2025;02;29329999;10;741;SP;01;0817800;50400;50400;77325
2025;09;42029200;11;160;SP;01;0817800;71;7;569
2025;03;73043190;10;493;SP;04;0817700;0;0;27
2025;01;84198991;11;586;MG;07;0917500;265;9476;71212
2025;05;04061090;10;080;SP;01;0817800;16;16;161
2025;03;84219910;10;249;SP;01;0817800;0;0;31
2025;12;84559000;10;628;RS;04;1017801;265;265;36244
2025;03;33011290;10;169;SP;04;0817600;20;20;382
2025;12;02023000;10;149;SC;01;0927700;26563;26563;122153
2025;03;90322000;11;361;SP;01;0817800;9;1;871
2025;10;73151900;10;097;RS;07;0147600;70;70;1449
2025;12;84295219;11;097;MS;07;0147600;1;21300;15051
2025;10;07141000;10;467;AL;01;0517800;3;3;5
2025;12;18061000;10;573;SP;01;0817800;15;15;313
2025;08;82032090;10;158;RS;07;1017500;6;6;37
2025;02;39199020;10;589;PR;01;0917800;0;0;10
2025;05;84799090;10;149;SP;04;0817700;0;0;2250
2025;10;29181400;10;476;SP;01;0817800;125;125;1164
2025;08;87169090;10;493;SP;01;0817800;11786;11786;72838
2025;11;69032090;10;169;PR;04;0817700;50;50;18745
2025;11;16023100;10;434;AL;01;0417902;9;9;111
2025;12;90262090;11;845;SP;04;0817600;3;1;11732
2025;12;08061000;10;580;ES;01;0727600;261;261;1095
2025;09;84122110;11;249;PR;04;0817700;1;14;568
2025;01;74153900;10;158;SP;04;0817700;1;1;237
2025;04;34029090;10;097;SP;07;0147600;3075;3075;12823
2025;10;84835090;11;169;SC;04;0817700;798;552;12945
2025;07;25262000;10;063;SP;04;0817700;25;25;25
2025;02;68052000;10;087;SP;01;0817800;448;448;4523
2025;12;40151900;13;083;PR;01;0917800;200;52;26
2025;10;48237000;10;845;SP;07;1017701;29;29;528
2025;01;12099100;10;756;SP;04;0817600;776;776;69230
2025;01;56031430;10;158;SP;07;1017500;4329;4329;54309
2025;04;82022000;10;440;SP;01;0817800;634;634;37854
2025;06;16041310;10;434;PA;01;0217800;63;63;177
2025;12;56031130;10;845;RS;07;1017701;16906;16906;46033
2025;01;48102990;10;493;SP;01;0817800;459535;459535;447184
2025;01;04049000;10;467;RS;01;1017700;10;10;21
2025;10;02071400;10;476;RJ;01;0717800;160;160;531
2025;12;84379000;10;317;SP;04;0817700;1;1;880
2025;05;22021000;17;586;MS;07;0917501;945;945;771
2025;12;24013000;10;244;RS;01;1017700;594200;594200;410128
2025;08;10063021;10;434;SP;01;0817800;13620;13620;8033
2025;10;62044400;11;845;RJ;00;9999999;141;42;6434
2025;08;48115130;10;586;PR;07;0917500;8;8;31
2025;06;04015029;10;249;MG;01;0817800;82390;82390;315827
2025;08;85011019;11;589;SP;01;0817800;308;95;10039
2025;02;02071422;10;065;PR;01;0917800;75810;75810;210362
2025;06;84324100;11;845;RS;07;1010351;1;2703;8483
2025;10;07133399;10;361;SP;01;0817800;283562;283562;212503
2025;06;32041700;10;160;SP;04;0817600;4;4;34
2025;05;07041000;10;434;SC;01;0917800;98;98;398
2025;09;84179000;10;249;MG;04;0817600;8;8;148
2025;03;39100019;10;586;SP;07;0917500;4220;4220;14522
2025;01;31031100;10;097;RS;07;0147600;580000;580000;302940
2025;03;48119090;10;361;SP;01;0817800;1057;1057;8973
2025;05;40170000;10;493;SC;04;0817700;3;3;122
2025;10;84439199;11;647;SP;04;0817700;759;58;9010
2025;11;09109900;10;077;SC;01;0927502;1;1;1
2025;08;85115010;11;275;SP;04;0817600;4;18;396
2025;08;05040011;10;040;MT;01;0917800;5041;5041;4200
2025;01;90183119;11;169;SP;00;0810900;9;1;2
2025;12;07129020;10;080;SP;01;0817800;5;5;15
2025;08;20098990;10;249;PA;01;0217800;452588;452588;1789094
2025;12;09092100;10;249;MG;01;0817800;5;5;82
2025;10;44129100;16;249;RO;01;0917800;613;292000;320961
2025;11;02031900;10;077;SC;01;0927700;55;55;171
2025;07;84388090;11;317;RS;01;1017700;1;3729;136230
2025;09;73269090;10;845;SC;07;1017701;452;452;2003
2025;03;20079910;10;580;SC;01;0917800;1;1;3
2025;05;17049090;10;160;SC;01;0927700;5;5;19
2025;07;09024000;10;476;ES;01;0727600;0;0;3
2025;04;73182200;10;097;SP;04;0817700;0;0;14
2025;02;48182000;10;628;MS;01;0817800;630;3119;7685
2025;03;04032000;10;741;RJ;01;0717800;150;150;534
2025;06;02071220;10;198;RS;01;0927700;126357;126357;202327
2025;12;15092000;10;137;SP;01;0817800;5;5;73
2025;12;84313110;10;169;SP;04;0817600;264;264;6597
2025;01;03053220;10;538;RJ;01;0812051;26;26;328
2025;10;87085080;11;845;PR;07;1017701;1;163;5398
2025;12;30061020;10;169;SP;04;0817700;24;24;4239
2025;09;04011010;10;351;AL;01;0417902;24;24;35
2025;08;90211010;10;196;PR;04;0817700;69;69;22023
2025;11;85131010;11;845;CE;07;1017701;1;0;62
2025;11;02072500;10;434;BA;01;0517800;11;11;85
2025;05;56031130;10;169;SP;01;0817800;137386;137386;397070
2025;06;02071412;10;267;SP;01;0817800;55200;55200;67510
2025;09;94016100;11;239;PR;01;0917800;38;1951;5862
2025;08;85414900;11;493;SP;01;0817800;500;409;5095
2025;04;84818092;11;580;RS;04;0817700;2;0;80
2025;09;20057000;10;275;SP;01;0817800;6;6;94
2025;06;02023000;10;438;TO;01;0927700;19274;19274;75346
2025;03;21050090;10;607;AM;01;0227600;50;50;114
2025;07;84818021;11;589;MG;04;0817700;9;1;111
2025;11;82159910;10;607;BA;01;0517800;75;72;539
2025;06;29181990;10;169;SC;01;0927700;0;0;0
2025;03;07031011;10;476;MA;01;0317903;40;40;50
2025;04;87085099;10;586;SC;15;0917500;2;2;46
2025;11;02032900;10;297;SC;01;0927502;4800;4800;11949
2025;11;94051190;10;845;SP;07;1017701;801;801;24677
2025;03;85444200;10;275;SP;01;0817800;1;1;82
2025;01;33059000;10;576;SP;01;0817800;941;941;10116
2025;03;34025000;10;434;SP;01;0817800;1159;1159;1829
2025;08;07019000;10;467;PA;00;0210200;10;10;11
2025;08;02071423;10;628;SP;01;0927800;24510;24510;51506
2025;04;04061090;10;434;PR;01;0917800;31;31;340
2025;07;19053100;10;163;PR;01;0917800;10;10;23
2025;10;40161010;10;239;PR;01;0917800;29;29;523
2025;09;08072000;10;301;SP;01;0817800;12;12;28
2025;06;90278999;11;069;SP;04;0817600;6;0;77
2025;08;90318060;11;063;RS;04;0817600;2;2;666
2025;05;84289090;11;586;PR;15;0917500;30;450;2599
2025;07;84381000;11;647;SP;01;0817800;2;369;46980
2025;11;07102200;10;580;SC;01;1017700;10;10;40
2025;09;84129080;10;169;SP;04;0817700;133;133;12499
2025;03;44101210;16;845;PR;07;1010252;87;54056;18596
