CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_VIA;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB
2025;05;41041940;15;160;GO;01;0817800;156958;448451;518516
2025;01;39231090;10;476;ES;01;0727600;2;2;84
2025;05;85013110;11;850;RR;07;0260151;1;2;193
2025;10;84136011;11;069;SP;04;0817700;1;5;245
2025;11;35079049;10;196;SP;01;0817800;1400;1400;13860
2025;08;97019100;11;275;ND;04;0817600;12;72;39944
2025;09;72149100;10;586;MG;07;0147800;28425;28425;26197
2025;12;07093000;10;232;SP;01;0812051;5;5;7
2025;09;85061019;11;476;CE;01;0317900;6;6;27
2025;12;32141010;10;355;SP;04;0817600;0;0;96
2025;12;48102990;10;586;PR;07;0917500;1392567;1392567;1681767
2025;03;73079900;10;493;SP;04;0817700;6;6;1635
2025;01;20021000;10;434;PR;01;0917800;58;58;99
2025;06;56039320;10;249;RS;01;1017700;2;2;53
2025;06;73101090;10;589;SC;01;0927700;10954;10954;51339
2025;08;84798999;11;275;SP;04;0817700;1;4;242
2025;04;39100012;10;158;SC;07;1017500;16000;16000;80480
2025;03;73182400;10;780;SP;04;0817600;0;0;3
2025;01;73182900;10;845;RJ;07;1017701;2;2;63
2025;01;84304120;11;245;RS;04;0817700;3;13;653
2025;05;41015010;10;827;RS;01;0927800;117806;117806;35362
2025;07;02032900;10;271;PR;01;0917800;7821;7821;20981
2025;06;32019090;10;573;RS;01;1017700;32000;32000;92100
2025;08;84314929;10;249;MG;04;0817700;1;1;183
2025;04;84828000;11;586;PR;15;0917500;3;0;19
2025;04;61121200;11;069;SP;04;0817700;3;1;58
2025;07;82055900;10;589;SP;04;0417901;6;6;2198
2025;02;62053000;11;317;SC;04;0817700;1;0;6
2025;11;84099929;11;275;SP;04;0817600;1740;2308;22651
2025;02;87082100;11;493;SP;01;0817800;187;235;9949
2025;08;33059000;10;053;SP;04;0817600;23740;23740;191758
2025;03;90251990;11;193;RS;04;0817700;2;2;768
2025;11;56012190;10;199;PR;04;0817600;1;1;1
2025;08;52104100;10;586;SP;07;0917500;2746;2746;32140
2025;06;39095012;10;063;RS;07;1017500;480;480;1411
2025;10;34013000;10;239;SP;01;0817800;4031;4031;10283
2025;05;04069020;10;232;BA;01;0517800;6;6;83
2025;02;85369090;11;845;SC;07;1017701;56;23;732
2025;07;84195021;11;063;SP;01;0817800;3;914;29920
2025;11;25161200;16;386;ES;01;0817800;4;15900;6986
2025;03;85369090;11;080;RS;04;0817700;1;3;199
2025;05;12019000;21;372;SP;01;0817800;64721;64720275;26173042
2025;09;44092900;16;023;PA;01;0217800;27;24790;35714
2025;03;85412920;11;589;SP;04;0817700;10;1;2
2025;03;73071990;10;063;SP;04;0817600;0;0;16
2025;07;87089483;11;158;MG;07;1017500;6;46;1482
2025;05;09041100;10;670;ES;01;0217800;48000;48000;398479
2025;03;02023000;10;676;MT;01;0927700;1260408;1260408;6185249
2025;06;38099190;10;580;RJ;01;0717600;43;43;63
2025;05;95069900;11;586;RS;07;0917500;18;3980;26619
2025;07;38276100;10;580;BA;01;0517800;174;174;4051
2025;05;07108000;10;476;RJ;01;0717800;10;10;10
2025;07;34029090;10;580;RJ;01;0917800;201;201;1530
2025;12;39219019;10;239;SP;04;0817700;25;25;496
2025;05;73181600;10;687;SC;01;0817800;45;45;536
2025;01;20081900;10;077;RJ;01;0812051;3;3;40
2025;01;15071000;21;081;SP;01;0917800;2000;2000000;2098612
2025;03;01022990;11;403;PA;01;0217800;4903;2172700;4749963
2025;03;12074090;10;399;TO;01;0817800;103957;103957;158014
2025;12;84335990;11;267;SP;01;0817800;10;1240;56080
2025;12;17049010;10;603;SC;01;0927700;403;403;6149
2025;02;30039099;10;097;SP;07;0147600;3079;3079;48364
2025;07;20029000;10;077;SC;01;0917800;18;18;23
2025;10;87084090;11;365;SP;01;0817800;1800;61;2448
2025;02;83026000;10;434;SP;01;0817800;5;5;152
2025;03;90318099;11;160;SC;04;0817700;30;4;2241
2025;08;49070090;10;764;SP;04;0817600;327240;16;1757
2025;06;28332990;10;063;GO;07;0917500;23500;23500;9400
2025;12;37071000;10;586;SP;07;0917500;745;745;6423
2025;12;20021000;10;538;ES;01;0717600;50;50;341
2025;11;85015110;11;158;SC;07;1017500;54;650;4266
2025;06;85371020;11;589;SC;04;0817700;12;9;2912
2025;08;29181990;10;586;PR;07;0917500;4;4;26
2025;07;07099300;10;493;RJ;01;0717600;15;15;17
2025;11;73181500;10;827;RS;01;1017700;3;3;150
2025;07;39021010;10;169;SP;01;0817800;96500;96500;212079
2025;06;82079000;10;249;RS;01;1017700;4;4;5848
2025;01;65050012;10;239;RS;04;0817700;48;48;324
2025;12;90278999;11;361;SC;04;0817600;54;7;17010
2025;10;02101200;10;580;SP;01;0717800;11;11;108
2025;05;83062900;10;767;SP;04;0817700;8;8;40
2025;08;84223029;11;097;SC;07;0147600;1;17;2500
2025;12;25059000;10;351;RS;01;1017700;20;20;2
2025;03;69032090;10;169;MG;01;0717600;892;892;7522
2025;11;83015000;10;239;SP;04;0817700;1;1;41
2025;01;82055900;10;097;SP;07;0147600;50;50;1609
2025;06;76082090;10;493;SP;04;0817600;0;0;9
2025;11;96035000;11;580;RS;01;1017700;23;5;80
2025;11;39201099;10;063;BA;04;0817700;132;132;536
2025;02;90291090;11;161;RJ;04;0817700;100;8;1519
2025;05;42029100;11;097;SP;07;0147600;7;7;484
2025;10;07133399;10;827;PR;01;0917800;124400;124400;147212
2025;03;94031000;11;285;SP;01;0817800;4;0;53
2025;06;90211020;10;383;SP;04;0817700;2;2;8003
2025;09;84678900;11;097;RS;07;0147600;420;3313;113396
2025;03;19041000;10;249;SP;01;0717600;660;660;3244
2025;02;48181000;10;586;PR;07;0147700;3135;3135;4379
2025;06;11022000;10;580;RJ;01;0717800;3;3;4
2025;04;84814000;11;239;SP;04;0817700;50;236;10134
2025;11;85176254;11;589;SP;04;0817700;9;2;282
2025;06;08119000;10;476;SC;01;0917800;10;10;9
2025;07;71162090;10;628;RS;01;1017700;4082;4082;34832
2025;02;48202000;10;647;SP;01;0817800;47;47;312
2025;01;84811000;11;275;SP;04;0817700;14;2;565
2025;08;84833090;11;253;SP;04;0817600;10;18;230
2025;03;84139190;10;087;SP;01;0817800;32;42;4408
2025;09;07103000;10;434;PR;01;0917800;55;55;157
2025;02;48041100;10;088;AL;01;0440151;50;50;1618
2025;01;02031900;10;301;RJ;01;0710251;20;20;46
2025;04;84798999;11;169;RJ;04;0717700;1;30;7635
2025;06;07070000;10;538;RJ;01;0812051;10;10;10
2025;03;73079900;10;845;RS;07;1017701;14;14;410
2025;11;19043000;10;249;MG;01;0717600;600;600;1027
2025;06;48191000;10;351;SC;01;0927800;9;9;54
2025;08;30049021;10;077;SP;01;0817800;1;1;49
2025;12;85369090;11;158;SP;07;1017503;229;60;2542
2025;11;73181500;10;603;SC;04;0817600;0;0;1
2025;06;02101200;10;476;SC;01;0927700;19;19;118
2025;06;90181980;11;573;PR;04;0817600;4;46;78330
2025;03;07093000;10;301;RJ;01;0727600;10;10;17
2025;10;87089300;11;097;RJ;07;0147600;2;0;17
2025;11;84148021;11;158;SP;01;0817800;71;615;21910
2025;04;07052900;10;434;SP;01;0817800;48;48;80
2025;07;04012010;10;267;RJ;01;0717800;24;24;35
2025;03;20098990;10;467;PE;01;0417900;12;12;43
2025;05;85044050;11;169;MG;04;0817700;2;0;114
2025;11;41142010;15;190;RS;04;0817600;66;59;710
2025;07;19059090;10;190;SP;01;0817800;10;10;31
2025;03;69072200;15;235;SC;01;0927800;1512;26314;6562
2025;12;02013000;10;573;MT;01;0817800;729379;729379;7943472
2025;10;85437099;11;589;SP;01;0817800;1591;187;59377
2025;03;20029000;10;580;SP;01;0817800;36;36;61
2025;02;10063011;10;580;PA;01;0217800;350;350;310
2025;10;39174090;10;249;SP;01;0817800;1060;1060;40766
2025;07;09101100;10;077;SC;01;1017700;7;7;7
2025;08;49019900;10;063;RS;04;0817600;16;17;1232
2025;11;84139200;10;337;RR;07;0260152;52;52;133
2025;08;38122000;10;169;SP;01;0817800;23760;23760;33317
2025;01;19059090;10;476;PE;01;0417902;9;9;113
2025;04;34029039;10;169;SP;04;0817700;100;100;275
2025;03;18069000;10;301;SP;01;0817800;7;7;27
2025;09;33059000;10;361;SC;04;0817600;198;198;1287
2025;01;02013000;10;434;SC;01;0917800;36;36;306
2025;06;48236900;10;580;RJ;01;0717600;9;9;218
2025;05;60069000;10;586;PR;15;0917500;157;157;1027
2025;08;85389090;10;160;SP;04;0817600;4005;4005;87996
2025;05;30049099;10;083;SP;01;1017700;0;0;8
2025;01;85366100;11;467;RS;01;1017700;6;0;42
2025;12;40103900;10;239;SC;04;0817700;4;4;932
2025;11;12060090;10;351;ES;01;0727600;4;4;27
2025;12;03048990;10;351;RJ;01;0717800;10;10;40
2025;09;84669490;10;647;SP;04;0817700;5;5;3177
2025;01;29141929;10;493;SC;01;0817800;375;375;10875
2025;10;20021000;10;301;SP;01;0812051;38;38;93
2025;07;82077010;10;493;SP;04;0817700;34;34;12477
2025;10;08094000;10;538;RJ;01;0717600;9;9;75
2025;03;73209000;10;355;SP;01;0817800;11;11;747
2025;06;20098921;10;434;ES;01;0727600;0;0;5
2025;02;76071110;10;586;SP;07;0917500;3390;3390;21693
2025;04;82022000;10;069;SP;01;0817800;3479;3479;72181
2025;08;07102100;10;476;RJ;01;0717600;3;3;9
2025;10;04069090;10;351;PA;01;0217800;15;15;178
2025;07;90031910;11;158;SP;04;0817600;1040;130;2062
2025;12;02022090;10;741;PE;01;0420154;51;51;420
2025;05;19022000;10;043;SP;01;0817800;9;9;92
2025;01;07093000;10;467;RS;01;1017800;10;10;11
2025;01;02023000;10;438;MS;01;0917800;95085;95085;407469
2025;04;38241000;10;586;SP;07;0917500;510;510;3851
2025;04;73269090;10;275;PR;01;0917800;132;132;509
2025;06;02062990;10;193;SP;01;0927700;27962;27962;33106
2025;01;12024200;10;586;SP;07;0917500;25000;25000;48750
2025;03;84099979;11;317;SP;01;0817800;1014;109;11690
2025;04;94039900;10;158;RS;07;1017500;496;496;7762
2025;03;84819090;10;589;SP;04;0817600;223;223;22520
2025;08;84361000;11;097;SC;07;0147600;88;4898;22414
2025;05;70134100;10;767;SP;04;0817700;1;1;56
2025;07;69072200;15;087;SC;01;0927700;116;1549;1034
2025;06;17023020;10;434;SP;01;0817800;1;1;34
2025;01;30061090;10;244;SC;04;0817600;0;0;172
2025;08;07031019;10;434;PA;00;0210200;20;20;20
2025;08;85363090;11;160;SC;04;0817700;9;1;148
2025;05;39234000;10;845;RS;07;1017701;5;5;77
2025;01;84831019;11;169;RS;01;1017700;162;40;12689
2025;04;90329091;10;169;SP;04;0817600;4;4;507
2025;08;19012090;10;200;PE;01;0417902;10;10;29
2025;08;85044010;11;586;SC;07;0917500;14;6;53
2025;03;68138910;10;158;RS;07;1017500;90;90;1433
2025;04;73102990;10;845;SC;07;1017701;163;163;710
2025;07;73209000;10;097;RS;07;0147600;7;7;222
2025;10;39201099;10;063;RJ;07;1017500;44591;44591;50724
2025;10;85079020;10;169;SP;01;0817800;2;2;26
2025;12;96081000;11;431;CE;01;0317900;600;24;120
2025;12;11041200;10;741;MA;01;0317903;1;1;4
2025;06;07019000;10;301;BA;01;0517800;50;50;49
2025;07;19053100;10;741;SP;01;0817800;117;117;573
2025;10;09093200;10;580;PR;01;0927700;2;2;10
2025;06;28044000;16;301;RJ;01;0710251;72;72;384
2025;03;84212990;11;085;SP;01;0817800;71;101;4050
2025;05;02013000;10;434;ES;01;0817800;15;15;106
2025;11;39174090;10;069;SP;01;0817800;1;1;62
2025;05;87089910;10;169;SP;04;0817700;20;20;408
2025;09;16023220;10;770;RS;01;0927800;41219;41219;114373
2025;01;54011090;10;169;SP;04;0817700;4;4;505
2025;02;02062990;10;676;TO;01;0817800;47460;47460;70223
2025;12;83017000;10;275;SP;01;0817800;20;20;15299
2025;08;39269090;10;249;PR;01;0917800;5269;5269;60051
2025;07;84814000;11;239;SC;04;0817700;1;4;1173
2025;12;17049090;10;359;PE;01;0440151;0;0;7
2025;09;23099090;10;586;SC;04;0817700;44;44;15806
2025;02;07133399;10;476;BA;01;0517800;10;10;41
2025;10;84834090;11;528;SP;04;0817600;36;44;30600
2025;04;73181500;10;586;RS;04;0817600;3;3;107
2025;05;21011200;21;580;MA;01;0317903;0;2;28
2025;09;19011030;10;476;MA;01;0317903;21;21;265
2025;10;20089100;10;538;ES;01;0727600;2;2;27
2025;11;12119090;10;538;SP;01;0817800;1;1;13
2025;11;90318099;11;239;RJ;04;0817600;12;1;732
2025;06;85269200;11;097;PR;04;0817600;1;0;103
2025;01;85176241;11;493;SP;04;0817600;5;8;10665
2025;01;20011000;10;351;MA;01;0317903;3;3;21
2025;10;85122029;11;040;SP;01;0817800;16;83;131
2025;04;85364100;11;249;SP;04;0817600;2394;127;18058
2025;08;94019900;10;687;MG;01;0817800;1;1;35
2025;10;21069030;10;476;SP;01;0217800;0;0;75
2025;02;44071100;16;361;RS;01;1017700;377;174210;59988
2025;01;03074310;10;476;BA;01;0517800;10;10;102
2025;12;84159090;10;275;PR;01;0917800;20;20;1857
2025;01;73181600;10;434;PE;01;0417902;0;0;1
2025;06;20029000;10;434;RJ;01;0812051;4;4;23
2025;02;39191020;10;063;SP;07;1017500;23;23;305
2025;09;07041000;10;476;SC;01;0927700;85;85;200
2025;12;44219900;10;580;AM;01;0227600;0;0;9
2025;06;85444900;10;361;SP;04;0817600;165;165;1840
2025;11;47032110;10;160;PR;01;0917800;7366832;7366832;6713427
2025;04;30064011;10;474;SC;04;0817600;58;58;7650
2025;09;87089200;11;169;RS;04;0817700;4;1;38
2025;05;30049099;10;589;SP;04;0817600;341;341;32129
2025;03;85015210;11;245;SC;04;0817700;3;293;984
2025;02;09109900;10;476;ES;01;0710251;1;1;6
2025;01;73079900;10;365;SP;01;0817800;0;0;2
2025;09;87084090;11;275;SP;01;0817800;1855;1297;32618
2025;02;48239099;10;845;RS;07;1017701;15849;15849;16129
2025;03;82100010;10;169;RS;04;0817600;6;6;172
2025;11;21069090;10;434;BA;01;0517800;4;4;16
2025;11;49111090;10;586;PR;15;0917500;6;6;297
2025;03;16023230;10;199;MT;01;0817800;32004;32004;85755
2025;09;38089999;10;580;SP;01;0817800;2000;2000;2660
2025;05;61169200;13;267;SP;01;0817800;2;2;24
2025;08;84749000;10;589;SP;07;1017503;10418;10418;43414
2025;08;85411099;11;158;PR;07;1017503;1;4;2
2025;09;20091200;10;249;SP;01;0817800;95986134;95986134;60871006
2025;09;85234990;11;063;SP;07;1017503;10;10;14
2025;07;27090010;16;249;SP;01;0717800;151722;131850798;64449149
2025;11;84123900;11;249;RJ;04;0817700;1;4;7300
2025;11;70072100;11;249;PR;04;0817600;2;20;169
2025;09;28419021;10;063;SP;07;1017500;200;200;1320
2025;06;21039021;10;386;RJ;04;0717700;57;57;48
2025;02;12019000;21;160;GO;01;0817800;564330;564329604;221281437
2025;01;39100019;10;063;SP;01;0817800;20500;20500;91008
2025;03;07061000;10;434;SC;01;0917800;229;229;222
2025;08;17049020;10;043;RJ;01;0717600;3;3;15
2025;01;52082900;10;589;MG;01;0817800;296;296;3717
2025;06;18063120;10;586;SP;07;0917500;10;10;42
2025;12;85407100;11;741;SP;01;0817800;2;6;3770
2025;09;21050010;10;580;AP;01;0240152;8;8;33
2025;08;02071412;10;386;AL;01;0417902;15;15;47
2025;09;30064011;10;764;SC;04;0817700;0;0;0
2025;12;54073000;10;383;SC;01;0927800;4;4;0
2025;03;02062910;10;065;MT;01;0917800;3460;3460;10892
2025;08;11081400;10;628;MS;01;0927700;20000;20000;15000
2025;07;02064900;10;399;SC;01;0817800;23922;23922;25507
2025;05;18061000;10;476;MA;01;0317903;13;13;134
2025;06;09103000;10;741;PR;01;0917800;1;1;7
2025;05;73209000;10;239;SP;04;0817700;1;1;628
2025;02;02101900;10;476;SP;01;0917800;10;10;32
2025;06;52053100;10;607;SC;01;0927800;706;706;4141
2025;09;61061000;11;845;SC;07;1010252;16618;2348;56778
2025;03;87089990;10;850;SP;04;0817700;286;286;10741
2025;01;85176259;11;831;RS;04;0817700;5;2;375
2025;04;34013000;10;069;SP;01;0817800;1009;1009;18184
2025;09;08045020;10;077;CE;01;0317900;20;20;28
2025;07;84079000;11;493;RS;01;1017700;1;7;161
2025;05;84705010;11;249;SP;04;0817700;11;33;7185
2025;11;34039900;10;538;RJ;01;0717600;188;188;2790
2025;05;68042111;10;097;SP;00;0147600;22;22;1030
2025;09;90318099;11;589;CE;07;0917500;10;2;616
2025;10;85269100;11;239;SP;04;0817700;1;1;2743
2025;08;72042100;10;337;RR;07;0260152;18000;18000;8964
2025;08;20098990;10;077;PR;01;0917800;8;8;33
2025;12;94016100;11;611;MG;01;0717600;148;340;17159
2025;07;08052100;10;434;CE;01;0317900;60;60;147
2025;09;84212300;11;063;SP;01;0817800;2504;1374;24030
2025;06;18063110;10;434;PA;01;0217800;4;4;73
2025;12;82057000;10;845;PR;07;1010252;1;1;68
2025;10;02031900;10;476;AM;01;0227600;15;15;83
2025;11;60041032;10;097;SC;07;0147600;437;437;5172
2025;08;76121000;10;169;SP;01;0817800;6067;6067;75754
2025;04;82130000;10;589;SP;01;0817800;68;68;3707
2025;07;11041200;10;163;SP;01;0817800;7;7;15
2025;10;87085012;11;580;SP;01;0817800;2;14;285
2025;10;85362000;11;800;SP;04;0817600;12;0;708
2025;01;73182400;10;169;SP;04;0817700;98;98;3266
2025;05;68138190;10;240;SP;01;0817800;287;287;4396
2025;08;84212300;11;196;MG;01;0817800;108;31;513
2025;07;35030019;10;239;SP;01;0817800;25000;25000;117460
2025;06;55161400;10;586;SC;07;0917500;396;396;6218
2025;08;33042090;10;239;SP;01;0817800;12;12;777
2025;09;07103000;10;476;AM;01;0227600;20;20;201
2025;11;02071210;10;255;PR;01;0917800;40;40;92
2025;04;07089000;10;190;ES;01;0727600;5;5;2
2025;10;07032090;10;741;RJ;01;0717800;11;11;91
2025;04;96039000;11;580;SP;01;0817800;25;32;139
2025;11;07031019;10;359;SP;01;0817800;20;20;12
2025;11;84733042;11;160;SP;04;0817600;28807;1047;212216
2025;12;84099999;10;087;SP;04;0817700;2;2;72
2025;12;72085300;10;493;SP;01;0817800;9421;9421;17406
2025;01;03021300;10;293;MA;01;0317903;10;10;132
2025;08;08045020;10;741;PR;01;0917800;75;75;103
2025;11;84522910;11;493;SP;01;0817800;1;390;7253
2025;01;73082000;10;845;RS;07;1010252;7665;7665;44666
2025;11;87085099;10;275;PR;01;0917800;90;90;7593
2025;11;85318000;11;097;SC;07;0147600;90;2;84
2025;12;39174090;10;249;PR;01;0917800;194;194;6263
2025;05;69109000;11;361;SP;01;0817800;94;680;2042
2025;08;87081000;11;365;SP;01;0817800;6;1;10
2025;06;35079049;10;245;PR;01;0917800;20000;20000;174847
2025;04;87085099;10;764;PR;04;0817600;0;0;15
2025;05;15159090;10;160;SP;04;0817600;822;822;27564
2025;07;90212900;10;607;PR;04;0817700;5;5;4922
2025;06;90328929;11;023;SP;04;0817600;30;44;4990
2025;03;21039011;10;163;MA;01;0317903;17;17;69
2025;01;20021000;10;580;ES;01;0727600;10;10;41
2025;08;90328982;11;097;RS;04;0817700;11;6;1838
2025;10;03073100;10;399;ES;01;0727600;3;3;30
2025;08;90184999;11;820;SP;04;0817600;77;4;890
2025;10;61103000;11;063;SC;07;1017503;1269;598;26894
2025;07;72155000;10;063;SC;07;1017500;8107;8107;16619
2025;12;39269090;10;317;SC;04;0817700;0;0;19
2025;12;02071422;10;099;MS;01;0927502;7656;7656;20767
2025;07;61045200;11;431;SC;04;0817700;9;2;340
2025;03;72149100;10;467;SP;01;0817800;1104;1104;1263
2025;04;84841000;10;063;RS;07;1017500;44;44;5396
2025;04;21050090;10;580;SC;01;0917800;2;2;53
2025;06;73219000;10;493;SP;01;0817800;2;2;160
2025;01;85443000;10;586;SP;04;0817700;11;11;1217
2025;07;27101911;16;190;SP;04;0817700;308;247065;195148
2025;06;71103100;10;399;SP;04;0817600;1;1;195348
2025;11;85361000;11;845;SP;07;1010351;1;0;43
2025;01;33074900;10;249;SP;04;0817700;26;26;213
2025;01;61013000;11;196;SC;04;0817600;8;3;87
2025;07;62114300;11;845;SC;07;1010351;92;12;313
2025;05;29161519;10;169;SP;04;0817700;54;54;1836
2025;10;11081200;10;580;PE;01;0417902;8;8;32
2025;10;87032100;11;063;PR;01;0917800;3133;3302187;37913945
2025;02;11010010;10;467;RS;01;1017800;40;40;27
2025;02;49119900;10;586;ES;07;0917500;8867;8867;121740
2025;11;04039000;10;301;RJ;01;0717600;350;350;225
2025;04;85059011;11;240;SP;04;0817600;1;25;97
2025;08;54024400;10;741;SP;01;0817800;25610;25610;347270
2025;09;44199000;10;476;RS;01;1017800;0;0;3
2025;08;20079910;10;467;SC;01;0917800;17;17;156
2025;04;32089029;10;063;SC;07;1017500;84;84;683
2025;09;84831090;11;845;PR;07;1010252;2;1;116
2025;12;54050000;10;586;SP;07;0917500;4500;4500;6457
2025;03;02071424;10;756;MS;01;0917800;182000;182000;82385
2025;01;21039011;10;580;ES;01;0727600;51;51;184
2025;06;76169900;10;493;SP;04;0817600;792;792;54591
2025;08;02071422;10;434;RJ;01;0717800;55;55;250
2025;02;84379000;10;063;SP;07;1017500;13721;13721;240236
2025;08;85366910;11;158;RS;07;1017500;704;88;3301
2025;04;33051000;10;190;MA;01;0317903;0;0;6
2025;01;07099300;10;043;RJ;01;0717600;10;10;17
2025;11;21032090;10;695;PR;01;0917800;48;48;138
2025;01;09012100;10;351;ES;01;0727600;9;9;128
2025;11;49119900;10;097;ND;04;0817600;75;75;652
2025;09;39111029;10;827;SP;01;0817800;20000;20000;21093
2025;01;41071220;15;023;RS;01;1017700;59953;48016;467607
2025;08;74198090;10;023;SP;04;0817700;0;0;2293
2025;12;63079090;10;063;PR;07;1017503;0;0;5
2025;02;96082000;11;245;PR;04;0817600;20;5;55
2025;03;40103200;10;063;RS;07;1017500;28;28;1621
2025;01;19041000;10;476;SP;01;0717800;7;7;77
2025;04;20011000;10;351;SP;01;0817800;3;3;35
2025;01;73239400;10;586;SC;07;0917500;4;4;94
2025;03;85177900;10;493;SP;04;0817600;145;145;1773
2025;07;85143900;11;827;MG;01;0817800;98;5831;303800
2025;03;84041010;11;063;SP;07;1017503;4;7454;233852
2025;10;84122900;11;386;SP;01;0817800;2;33;612
2025;02;84798999;11;149;RJ;04;0817700;183;62;13058
2025;02;40169990;10;580;SP;04;0817700;41;41;1702
2025;05;02062990;10;351;ES;01;0727600;20;20;88
2025;05;84143011;11;244;SC;01;0927800;44008;334599;1284234
2025;12;84831020;11;386;SP;01;0817800;5;28;392
2025;01;21041011;10;434;SC;01;0927800;1;1;6
2025;07;87089990;10;628;SP;04;0817700;166;166;9505
2025;01;84879000;10;239;SP;04;0817700;2;2;217
2025;07;04032000;10;232;RJ;01;0717600;15;15;84
2025;03;69141000;10;301;AM;01;0227600;4;4;79
2025;10;94051990;10;586;RS;15;0917500;370;370;1848
2025;11;73239300;10;097;RS;07;0230155;89;89;994
2025;06;85176259;11;589;SP;04;0817600;5;0;31
2025;07;25291000;10;160;ES;01;0727600;697650;703170;505987
2025;08;04072100;20;476;RJ;01;0717600;405;359;1126
2025;05;32099020;10;586;RS;07;0917500;1200;1200;11410
2025;03;68053090;10;850;RS;01;1017700;246;246;2586
2025;11;04062000;10;476;SP;01;0717600;5;5;49
2025;06;33051000;10;476;MA;01;0317903;1;1;15
2025;08;90211091;10;087;SP;04;0817600;1;3;1289
2025;10;26169000;10;160;PR;01;0917800;7160400;7160400;604154
2025;10;69032090;10;586;PR;07;0917500;135;135;51313
2025;08;03061710;10;477;RJ;01;0717600;14;14;172
2025;06;21012010;10;493;SP;01;0817800;450;450;25371
2025;05;83021000;10;097;RJ;07;0147600;3398;3398;10286
2025;07;19022000;10;741;RS;01;1017700;15;15;59
2025;12;85030090;10;361;MG;04;0817600;3;3;705
2025;02;28112990;10;169;SP;04;0817700;34;34;1506
2025;09;48193000;10;249;MG;01;0817800;51367;51367;114347
2025;01;33072090;10;351;RS;01;1017700;1;1;19
2025;07;33049990;10;351;SP;01;0817800;1;1;48
2025;05;73269090;10;275;DF;04;0817600;0;0;204
2025;05;09011110;21;149;SP;01;0817800;160;160570;1188834
2025;05;82060000;10;687;SC;01;0927502;10;10;54
2025;06;84122110;11;845;SP;04;0817700;3;46;3753
2025;11;27131200;10;249;SP;01;0927502;30009870;30009870;15004935
2025;03;56031430;10;239;SP;04;0817700;0;0;263
2025;04;02101900;10;351;SP;01;0817800;203;203;1364
2025;10;39269010;10;589;SP;04;0817700;4;4;1038
2025;02;09023000;10;137;SP;01;0817800;0;0;41
2025;12;84798999;11;145;CE;01;0317900;1;1;84
2025;07;85319000;10;493;SP;04;0817600;2;2;369
2025;10;84099118;11;158;SP;07;0917500;2;2;335
2025;01;84509010;10;169;SP;04;0817700;5;5;345
2025;07;30065000;10;077;RJ;01;0717600;2;2;135
2025;07;84819090;10;245;ND;04;0717700;4;4;115888
2025;06;21041019;10;695;SC;01;0927800;1;1;2
2025;04;20052000;10;741;SC;01;0917800;5;5;163
2025;08;93033000;11;063;RS;04;0817600;270;434;46800
2025;03;94013900;11;063;SP;07;1017500;373;6068;81691
2025;08;85044029;11;249;SP;04;0817600;5;10;141
2025;11;54023310;10;845;SC;07;1017701;150;150;468
2025;06;42029200;11;464;SP;01;0817800;25;5;26
2025;01;27101922;16;580;BA;01;0517800;366;359388;221691
2025;08;19059020;10;538;ES;01;0517800;267;267;28
2025;12;25061000;10;493;SC;01;0927800;13000;13000;4709
2025;11;07142000;10;467;PR;01;0917800;55;55;38
2025;02;84195010;11;493;SP;04;0817700;5;25;1620
2025;10;84122110;11;586;SP;07;0917500;218;2736;58709
2025;11;02071424;10;888;RS;01;0927700;27790;27790;13840
2025;07;76052190;10;399;MG;04;0817700;2;2;8
2025;08;64039990;13;780;RS;04;0817600;324;205;11591
2025;02;64029990;13;163;BA;01;0517800;675;502;8003
2025;06;52104910;10;063;MG;01;0817800;11091;11091;74778
2025;03;62046900;11;845;RJ;00;9999999;4;1;440
2025;02;84283910;11;158;SC;07;1017500;2;4231;10147
2025;06;02023000;10;163;SP;01;0817800;187;187;1311
2025;04;29291010;10;158;SP;01;0817800;21600;21600;95040
2025;12;84633000;11;063;PR;07;1017500;1;127;9516
2025;06;84099969;11;361;SP;04;0817600;6053;494;39624
2025;03;20086010;10;538;RJ;01;0717600;1;1;21
2025;06;32151900;10;586;SP;07;0917500;78058;78058;416086
2025;12;90318040;11;169;SP;04;0817700;1;0;462
2025;06;30049069;10;169;SP;01;0817800;23181;23181;115733
2025;06;87089300;11;097;RS;07;0147600;224;347;3119
2025;09;96180000;10;249;SP;04;0817600;1;1;4400
2025;12;02071220;10;244;MG;01;0817800;2028598;2028598;3676183
2025;07;03038920;10;163;RJ;01;0710251;50;50;181
2025;11;84368000;11;589;SC;04;0817700;3;1;143
2025;07;29081913;10;365;PR;04;0817600;41;41;3640
2025;01;84811000;11;361;SP;04;0817600;200;2;1520
2025;04;85122022;11;628;RS;01;0817800;100;8;511
2025;06;90303329;11;586;SP;07;0917500;5;1;73
2025;04;84841000;10;245;RJ;04;0817700;0;0;315
2025;11;73182200;10;589;MG;01;0817800;14;15;51
2025;11;20079990;10;586;GO;07;0147700;36;36;122
2025;11;64041900;13;369;RS;04;0817700;152;75;304
2025;10;34052000;10;434;SP;01;0817800;40;40;154
2025;06;82034000;10;845;SP;07;1017701;15;15;968
2025;01;07122000;10;586;PR;07;0917501;160000;160000;15306
2025;09;84812090;11;493;RS;04;0817600;405;1895;29071
