CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,nm_estado,id_country,id_urf,id_product
2025,11,10063021,10,375,SP,1,817800,1100,1100,698,São Paulo,IRLANDA,SANTOS,ARROZ
2025,10,7032010,10,434,RS,1,1017700,42,42,644,Rio Grande do Sul,LIBERIA,RIO_GRANDE,HF_LEGUMES_TEMPEROS
2025,6,7108000,10,580,SC,1,927700,30,30,80,Santa Catarina,PANAMA,SAO_FRANCISCO_DO_SUL,HF_LEGUMES_TEMPEROS
2025,8,21039019,10,293,RJ,1,710251,6,6,29,Rio de Janeiro,GIBRALTAR,CAMPOS_DOS_GOYTACAZES,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,7019000,10,538,RJ,1,717600,230,230,238,Rio de Janeiro,NORUEGA,RIO_DE_JANEIRO,HF_LEGUMES_TEMPEROS
2025,10,2071431,10,434,SP,1,817800,195,195,182,São Paulo,LIBERIA,SANTOS,CARNES
2025,1,4069090,10,77,AM,1,227600,12,12,328,Amazonas,BAHAMAS,MANAUS,LACTEOS
2025,1,11071010,10,573,SP,4,817600,1,1,0,São Paulo,PAISES_BAIXOS_HOLANDA,SAO_PAULO,MALTE
2025,3,7104000,10,163,PR,1,927700,40,40,174,Paraná,CHIPRE,SAO_FRANCISCO_DO_SUL,HF_LEGUMES_TEMPEROS
2025,4,7142000,10,351,ES,1,727600,70,70,64,Espírito Santo,HONG_KONG,VITORIA,HF_LEGUMES_TEMPEROS
2025,9,18063220,10,87,SP,4,817600,16,16,305,São Paulo,BELGICA,SAO_PAULO,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,22071090,17,190,MT,1,817800,9131838,7374008,4433170,Mato Grosso,COREIA_DO_SUL,SANTOS,ALCOOL
2025,7,41041940,15,160,RS,1,927800,100553,249787,237367,Rio Grande do Sul,CHINA,ITAJAI,COUROS_PELES
2025,11,4090000,10,77,PR,1,817800,5,5,14,Paraná,BAHAMAS,SANTOS,MEL
2025,2,20021000,10,77,RS,1,1017700,37,37,76,Rio Grande do Sul,BAHAMAS,RIO_GRANDE,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,6,8044000,10,77,AL,1,417902,15,15,57,Alagoas,BAHAMAS,IPOJUCA,FRUTAS
2025,2,2071412,10,232,SP,1,717600,18,18,35,São Paulo,DINAMARCA,RIO_DE_JANEIRO,CARNES
2025,2,7096000,10,245,BA,1,517800,200,200,333,Bahia,ESPANHA,SALVADOR,HF_LEGUMES_TEMPEROS
2025,1,7019000,10,741,PE,1,417902,70,70,121,Pernambuco,SINGAPURA,IPOJUCA,HF_LEGUMES_TEMPEROS
2025,12,17011400,21,291,SP,1,817800,260,260000,120640,São Paulo,GEORGIA,SANTOS,ACUCAR_ADOCANTES
2025,4,8081000,10,301,RJ,1,717600,36,36,94,Rio de Janeiro,GRECIA,RIO_DE_JANEIRO,FRUTAS
2025,8,8055000,10,232,PE,1,417900,4,4,4,Pernambuco,DINAMARCA,RECIFE,FRUTAS
2025,8,94036000,11,158,PR,7,927900,1684,54861,58520,Paraná,CHILE,DIONISIO_CERQUEIRA,MOVEIS
2025,10,2031200,10,467,RJ,1,717600,23,23,116,Rio de Janeiro,MALTA,RIO_DE_JANEIRO,CARNES
2025,8,9071000,10,434,RS,1,1017700,5,5,30,Rio Grande do Sul,LIBERIA,RIO_GRANDE,HF_LEGUMES_TEMPEROS
2025,7,62062000,11,586,PR,7,917500,24,5,204,Paraná,PARAGUAI,FOZ_DO_IGUACU,VESTUARIO
2025,10,3048100,10,163,ES,1,727600,1,1,21,Espírito Santo,CHIPRE,VITORIA,CARNES
2025,3,12075090,10,351,SP,1,817800,1,1,12,São Paulo,HONG_KONG,SANTOS,MOSTARDA
2025,12,21069029,10,586,SP,7,917500,4480,4480,28983,São Paulo,PARAGUAI,FOZ_DO_IGUACU,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,10,11042200,10,538,RJ,1,717600,3,3,9,Rio de Janeiro,NORUEGA,RIO_DE_JANEIRO,AVEIA
2025,7,21069021,10,43,RJ,1,710251,3,3,37,Rio de Janeiro,ANTIGUA_E_BARBUDA,CAMPOS_DOS_GOYTACAZES,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,3,48025599,10,476,SP,1,817800,46,46,328,São Paulo,MARSHALL_ILHAS,SANTOS,PAPEIS_EM_GERAL
2025,7,2071422,10,805,SP,1,917800,80,80,325,São Paulo,TOQUELAU,PARANAGUA,CARNES
2025,7,7041000,10,137,RJ,1,717800,40,40,121,Rio de Janeiro,CAYMAN_ILHAS,ITAGUAI,HF_LEGUMES_TEMPEROS
2025,4,16023220,10,43,ES,1,727600,10,10,31,Espírito Santo,ANTIGUA_E_BARBUDA,VITORIA,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,2,9011110,21,190,BA,1,517800,19,19200,139683,Bahia,COREIA_DO_SUL,SALVADOR,CAFE
2025,3,3028922,10,275,CE,1,317900,17,17,137,Ceará,FRANCA,FORTALEZA,CARNES
2025,11,2062990,10,741,SP,1,817800,4961,4961,10017,São Paulo,SINGAPURA,SANTOS,CARNES
2025,8,2071439,10,141,MS,1,917800,27408,27408,51917,Mato Grosso do Sul,CAMBOJA,PARANAGUA,CARNES
2025,3,35079049,10,586,PR,7,917500,26409,26409,183520,Paraná,PARAGUAI,FOZ_DO_IGUACU,ENZIMAS
2025,4,21069021,10,434,RJ,1,717800,5,5,6,Rio de Janeiro,LIBERIA,ITAGUAI,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,2071422,10,845,SC,7,1017701,23400,23400,68883,Santa Catarina,URUGUAI,CHUI,CARNES
2025,4,52029900,10,827,GO,1,817800,42237,42237,19109,Goiás,TURQUIA,SANTOS,ALGODAO
2025,3,20041000,10,77,SC,1,927800,60,60,428,Santa Catarina,BAHAMAS,ITAJAI,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,4,2071434,10,580,ES,1,717800,20,20,46,Espírito Santo,PANAMA,ITAGUAI,CARNES
2025,7,2023000,10,741,GO,1,917800,126427,126427,683116,Goiás,SINGAPURA,PARANAGUA,CARNES
2025,7,8055000,10,741,RJ,1,717800,20,20,54,Rio de Janeiro,SINGAPURA,ITAGUAI,FRUTAS
2025,3,7099300,10,77,RS,1,1017800,22,22,10,Rio Grande do Sul,BAHAMAS,PORTO_ALEGRE,HF_LEGUMES_TEMPEROS
2025,4,15162000,10,580,PA,1,217800,57,57,139,Pará,PANAMA,BELEM,OLEOS_VEGETAIS
2025,4,27101921,16,741,BA,1,517800,131,110616,78753,Bahia,SINGAPURA,SALVADOR,COMBUSTIVEIS
2025,10,22084000,17,399,MA,1,317903,3,2,33,Maranhão,JAPAO,SAO_LUIS,BEBIDAS_ALCOOLICAS
2025,11,8045020,10,845,SC,7,1017701,29376,29376,21500,Santa Catarina,URUGUAI,CHUI,FRUTAS
2025,2,7133399,10,756,RS,1,917800,272000,272000,304203,Rio Grande do Sul,AFRICA_DO_SUL,PARANAGUA,HF_LEGUMES_TEMPEROS
2025,6,21039021,10,434,RJ,1,717600,7,7,71,Rio de Janeiro,LIBERIA,RIO_DE_JANEIRO,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,22030000,17,63,RJ,1,817800,1767,1767,6283,Rio de Janeiro,ARGENTINA,SANTOS,BEBIDAS_ALCOOLICAS
2025,10,8045020,10,149,ES,4,817600,1872,1872,3744,Espírito Santo,CANADA,SAO_PAULO,FRUTAS
2025,10,21039021,10,87,MA,1,317903,5,5,182,Maranhão,BELGICA,SAO_LUIS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,6,19059020,10,434,AP,1,240152,2,2,7,Amapá,LIBERIA,SANTANA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,17029000,10,586,SP,7,917500,18300,18300,16233,São Paulo,PARAGUAI,FOZ_DO_IGUACU,ACUCAR_ADOCANTES
2025,10,19021900,10,351,PE,1,417900,13,13,106,Pernambuco,HONG_KONG,RECIFE,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,4021090,10,434,ES,1,727600,2,2,22,Espírito Santo,LIBERIA,VITORIA,LACTEOS
2025,5,7039090,10,538,RS,1,1017700,15,15,101,Rio Grande do Sul,NORUEGA,RIO_GRANDE,HF_LEGUMES_TEMPEROS
2025,7,8094000,10,63,RJ,1,227600,41,41,301,Rio de Janeiro,ARGENTINA,MANAUS,FRUTAS
2025,11,3036990,10,434,SP,1,917800,20,20,54,São Paulo,LIBERIA,PARANAGUA,CARNES
2025,3,11029000,10,580,ES,1,710251,7,7,22,Espírito Santo,PANAMA,CAMPOS_DOS_GOYTACAZES,FARINHAS
2025,12,2062910,10,741,GO,1,817800,15054,15054,48534,Goiás,SINGAPURA,SANTOS,CARNES
2025,11,20057000,10,776,SP,1,717800,8,8,41,São Paulo,TAILANDIA,ITAGUAI,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,20079910,10,163,PA,1,217800,8,8,118,Pará,CHIPRE,BELEM,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,7041000,10,87,MA,1,317903,5,5,23,Maranhão,BELGICA,SAO_LUIS,HF_LEGUMES_TEMPEROS
2025,11,84249090,10,850,SP,1,817800,49,49,2245,São Paulo,VENEZUELA,SANTOS,MAQUINAS_AGRICOLAS
2025,8,8071900,10,628,RN,1,317900,909458,909458,639060,Rio Grande do Norte,REINO_UNIDO,FORTALEZA,FRUTAS
2025,8,20081100,10,756,SP,1,817800,225000,225000,305787,São Paulo,AFRICA_DO_SUL,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,12,84362900,11,586,RS,15,917500,768,161,585,Rio Grande do Sul,PARAGUAI,FOZ_DO_IGUACU,MAQUINAS_AGRICOLAS
2025,1,2071413,10,160,ES,1,710251,103,103,397,Espírito Santo,CHINA,CAMPOS_DOS_GOYTACAZES,CARNES
2025,11,21069021,10,586,PR,15,917500,29,29,191,Paraná,PARAGUAI,FOZ_DO_IGUACU,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,6,8039000,10,434,PR,1,917800,271,271,161,Paraná,LIBERIA,PARANAGUA,FRUTAS
2025,12,15099010,10,434,RJ,1,710251,4,4,97,Rio de Janeiro,LIBERIA,CAMPOS_DOS_GOYTACAZES,OLEOS_VEGETAIS
2025,11,5040090,10,351,GO,1,717600,68728,68728,190779,Goiás,HONG_KONG,RIO_DE_JANEIRO,TRIPAS_ANIMAIS
2025,12,7061000,10,476,PR,1,917800,247,247,150,Paraná,MARSHALL_ILHAS,PARANAGUA,HF_LEGUMES_TEMPEROS
2025,3,8023200,10,580,PA,1,217800,2,2,44,Pará,PANAMA,BELEM,CASTANHAS_NOZES
2025,4,7069000,10,77,BA,1,517800,23,23,58,Bahia,BAHAMAS,SALVADOR,HF_LEGUMES_TEMPEROS
2025,4,3032300,10,249,MS,1,917800,20000,20000,43341,Mato Grosso do Sul,ESTADOS_UNIDOS,PARANAGUA,CARNES
2025,5,20081900,10,77,AL,1,417902,5,5,11,Alagoas,BAHAMAS,IPOJUCA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,3,2023000,10,676,SP,1,817800,398367,398367,1678762,São Paulo,RUSSIA,SANTOS,CARNES
2025,1,7133319,10,776,SP,1,717800,30,30,124,São Paulo,TAILANDIA,ITAGUAI,HF_LEGUMES_TEMPEROS
2025,11,8083000,10,77,ES,1,727600,20,20,80,Espírito Santo,BAHAMAS,VITORIA,FRUTAS
2025,9,6021000,11,249,SP,4,817600,630,23,39,São Paulo,ESTADOS_UNIDOS,SAO_PAULO,ENXERTOS
2025,9,2071411,10,628,SP,1,817800,40,40,141,São Paulo,REINO_UNIDO,SANTOS,CARNES
2025,9,84322100,11,365,SP,1,817800,2,6307,26940,São Paulo,INDONESIA,SANTOS,MAQUINAS_AGRICOLAS
2025,7,2023000,10,578,MT,1,927700,50115,50115,358837,Mato Grosso,PALESTINA,SAO_FRANCISCO_DO_SUL,CARNES
2025,6,62063000,11,845,SC,7,1010252,537,165,4633,Santa Catarina,URUGUAI,JAGUARAO,VESTUARIO
2025,8,7031019,10,580,CE,1,420154,100,100,139,Ceará,PANAMA,NATAL,HF_LEGUMES_TEMPEROS
2025,9,22089000,17,434,RJ,1,717800,6,6,52,Rio de Janeiro,LIBERIA,ITAGUAI,BEBIDAS_ALCOOLICAS
2025,11,42029200,11,607,SP,1,817800,67,15,1071,São Paulo,PORTUGAL,SANTOS,ARTIGOS_COUROS_PELES
2025,1,7069000,10,580,BA,1,517800,20,20,46,Bahia,PANAMA,SALVADOR,HF_LEGUMES_TEMPEROS
2025,6,10063011,10,232,SP,1,817800,10,10,56,São Paulo,DINAMARCA,SANTOS,ARROZ
2025,10,7093000,10,160,SC,1,927700,45,45,83,Santa Catarina,CHINA,SAO_FRANCISCO_DO_SUL,HF_LEGUMES_TEMPEROS
2025,7,23099090,10,580,SP,1,817800,66000,66000,349922,São Paulo,PANAMA,SANTOS,FARELOS_TORTAS_PREPARACOES_PARA_ALIMENTACAO_ANIMAL
2025,7,21033021,10,845,RJ,7,1010252,1584,1584,2162,Rio de Janeiro,URUGUAI,JAGUARAO,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,11,42022100,11,607,SP,4,817600,38,25,3382,São Paulo,PORTUGAL,SAO_PAULO,ARTIGOS_COUROS_PELES
2025,10,15171000,10,607,RS,1,1017700,12,12,41,Rio Grande do Sul,PORTUGAL,RIO_GRANDE,OLEOS_VEGETAIS
2025,8,19053100,10,434,SC,1,927700,25,25,173,Santa Catarina,LIBERIA,SAO_FRANCISCO_DO_SUL,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,5,7020000,10,434,SP,1,717600,43,43,99,São Paulo,LIBERIA,RIO_DE_JANEIRO,HF_LEGUMES_TEMPEROS
2025,8,21041011,10,301,RJ,1,717600,2,2,11,Rio de Janeiro,GRECIA,RIO_DE_JANEIRO,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,8,16029000,10,434,SP,1,817800,2,2,25,São Paulo,LIBERIA,SANTOS,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,12,7103000,10,351,SP,1,817800,30,30,70,São Paulo,HONG_KONG,SANTOS,HF_LEGUMES_TEMPEROS
2025,12,9061900,10,77,SC,1,927700,1,1,15,Santa Catarina,BAHAMAS,SAO_FRANCISCO_DO_SUL,HF_LEGUMES_TEMPEROS
2025,9,2062990,10,467,PR,1,917800,10,10,31,Paraná,MALTA,PARANAGUA,CARNES
2025,4,84339090,10,827,RS,1,1017700,3471,3471,30507,Rio Grande do Sul,TURQUIA,RIO_GRANDE,MAQUINAS_AGRICOLAS
2025,10,2044200,10,741,RS,1,1017700,50,50,835,Rio Grande do Sul,SINGAPURA,RIO_GRANDE,CARNES
2025,12,2074500,10,741,SP,1,817800,83,83,570,São Paulo,SINGAPURA,SANTOS,CARNES
2025,9,41041940,15,858,MS,1,917800,47827,143480,112869,Mato Grosso do Sul,VIETNA,PARANAGUA,COUROS_PELES
2025,4,2022090,10,538,RJ,1,717800,212,212,3883,Rio de Janeiro,NORUEGA,ITAGUAI,CARNES
