CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,nm_estado,id_country,id_urf,id_product
2025,12,44089090,16,845,RS,7,1010252,0,80,2082,Rio Grande do Sul,URUGUAI,JAGUARAO,MADEIRA_PRODUTOS_COM_MADEIRA
2025,3,9022000,10,43,PR,1,917800,5,5,96,Paraná,ANTIGUA_E_BARBUDA,PARANAGUA,CHA
2025,8,19041000,10,249,SP,1,717600,1515,1515,6284,São Paulo,ESTADOS_UNIDOS,RIO_DE_JANEIRO,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,4,8039000,10,476,PA,1,217800,45,45,56,Pará,MARSHALL_ILHAS,BELEM,FRUTAS
2025,7,2072700,10,493,PR,1,927800,75450,75450,408794,Paraná,MEXICO,ITAJAI,CARNES
2025,3,7096000,10,43,PR,1,917800,40,40,106,Paraná,ANTIGUA_E_BARBUDA,PARANAGUA,HF_LEGUMES_TEMPEROS
2025,3,22090000,17,351,SP,1,817800,20,20,53,São Paulo,HONG_KONG,SANTOS,VINAGRES
2025,9,2071431,10,301,RJ,1,717800,30,30,27,Rio de Janeiro,GRECIA,ITAGUAI,CARNES
2025,7,8134090,10,249,RN,4,817700,4800,4800,135360,Rio Grande do Norte,ESTADOS_UNIDOS,CAMPINAS,FRUTAS
2025,7,16041500,10,538,PE,1,417902,1,1,12,Pernambuco,NORUEGA,IPOJUCA,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,3,7052900,10,434,RJ,1,710251,45,45,152,Rio de Janeiro,LIBERIA,CAMPOS_DOS_GOYTACAZES,HF_LEGUMES_TEMPEROS
2025,12,21039011,10,741,PR,1,927700,3,3,11,Paraná,SINGAPURA,SAO_FRANCISCO_DO_SUL,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,11,2032900,10,493,SC,1,927502,186940,186940,457361,Santa Catarina,MEXICO,IMBITUBA,CARNES
2025,7,7041000,10,538,AM,1,227600,10,10,131,Amazonas,NORUEGA,MANAUS,HF_LEGUMES_TEMPEROS
2025,2,8039000,10,386,AL,1,417902,20,20,22,Alagoas,ITALIA,IPOJUCA,FRUTAS
2025,10,22090000,17,77,SP,1,812051,32,32,60,São Paulo,BAHAMAS,SAO_SEBASTIAO,VINAGRES
2025,11,33011290,10,249,SP,1,817800,2751,2751,468352,São Paulo,ESTADOS_UNIDOS,SANTOS,OLEOS_VEGETAIS
2025,7,8105000,10,434,PA,1,217800,39,39,90,Pará,LIBERIA,BELEM,FRUTAS
2025,5,20099000,10,580,SC,1,927700,160,160,944,Santa Catarina,PANAMA,SAO_FRANCISCO_DO_SUL,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,2,12099100,10,586,SP,4,817600,42,42,53216,São Paulo,PARAGUAI,SAO_PAULO,SEMENTES
2025,9,22083020,17,351,ES,1,710251,1,1,22,Espírito Santo,HONG_KONG,CAMPOS_DOS_GOYTACAZES,BEBIDAS_ALCOOLICAS
2025,2,15179010,10,741,RS,1,1017700,2,2,15,Rio Grande do Sul,SINGAPURA,RIO_GRANDE,OLEOS_VEGETAIS
2025,10,4051000,10,845,PE,1,420154,10,10,116,Pernambuco,URUGUAI,NATAL,LACTEOS
2025,12,8045020,10,476,CE,1,317900,18,18,42,Ceará,MARSHALL_ILHAS,FORTALEZA,FRUTAS
2025,5,8055000,10,53,PA,1,217800,40,40,56,Pará,ARABIA_SAUDITA,BELEM,FRUTAS
2025,9,4051000,10,467,PR,1,817800,35,35,267,Paraná,MALTA,SANTOS,LACTEOS
2025,7,94035000,11,158,SC,7,1017500,4866,131351,144677,Santa Catarina,CHILE,URUGUAIANA,MOVEIS
2025,3,64039990,13,628,SP,4,817700,238,43,5524,São Paulo,REINO_UNIDO,CAMPINAS,CALCADOS_EM_GERAL
2025,6,16010000,10,476,SP,1,717800,5,5,28,São Paulo,MARSHALL_ILHAS,ITAGUAI,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,12,7089000,10,476,SP,1,727600,10,10,44,São Paulo,MARSHALL_ILHAS,VITORIA,HF_LEGUMES_TEMPEROS
2025,12,7093000,10,77,SP,1,812051,36,36,51,São Paulo,BAHAMAS,SAO_SEBASTIAO,HF_LEGUMES_TEMPEROS
2025,2,2022090,10,580,ES,1,717800,65,65,487,Espírito Santo,PANAMA,ITAGUAI,CARNES
2025,12,61022000,11,97,SC,4,817600,5,0,132,Santa Catarina,BOLIVIA,SAO_PAULO,VESTUARIO
2025,1,3049900,10,580,AM,1,227600,74,74,487,Amazonas,PANAMA,MANAUS,CARNES
2025,2,44152000,11,249,ND,4,717700,1,14,0,,ESTADOS_UNIDOS,RIO_DE_JANEIRO,MADEIRA_PRODUTOS_COM_MADEIRA
2025,5,40011000,10,97,RS,7,147600,800,800,3171,Rio Grande do Sul,BOLIVIA,CORUMBA,BORRACHA
2025,1,11010010,10,476,PR,1,927700,84,84,377,Paraná,MARSHALL_ILHAS,SAO_FRANCISCO_DO_SUL,FARINHAS
2025,11,21069090,10,83,PR,1,917800,7,7,121,Paraná,BARBADOS,PARANAGUA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,11,20011000,10,476,MA,1,317903,6,6,42,Maranhão,MARSHALL_ILHAS,SAO_LUIS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,6,2044200,10,476,RS,1,1017700,30,30,382,Rio Grande do Sul,MARSHALL_ILHAS,RIO_GRANDE,CARNES
2025,6,2071423,10,53,SC,1,927700,23800,23800,58424,Santa Catarina,ARABIA_SAUDITA,SAO_FRANCISCO_DO_SUL,CARNES
2025,6,5119999,10,386,SC,1,927700,198000,198000,589860,Santa Catarina,ITALIA,SAO_FRANCISCO_DO_SUL,OUTROS_PRODUTOS_DE_ORIGEM_ANIMAL_IMPROPRIOS_PARA_ALIMENTACAO_HUMANA
2025,1,8072000,10,476,BA,1,517800,10,10,16,Bahia,MARSHALL_ILHAS,SALVADOR,FRUTAS
2025,11,4029900,10,767,PR,1,917800,14,14,56,Paraná,SUICA,PARANAGUA,LACTEOS
2025,1,17019100,10,434,RJ,1,717800,1,1,2,Rio de Janeiro,LIBERIA,ITAGUAI,ACUCAR_ADOCANTES
2025,7,21039029,10,580,SC,1,917800,5,5,84,Santa Catarina,PANAMA,PARANAGUA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,12,20087010,10,467,PR,1,927700,5,5,25,Paraná,MALTA,SAO_FRANCISCO_DO_SUL,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,2071419,10,538,SP,1,817800,85,85,192,São Paulo,NORUEGA,SANTOS,CARNES
2025,11,2032900,10,158,PR,7,1017701,23006,23006,54415,Paraná,CHILE,CHUI,CARNES
2025,12,20057000,10,741,ES,1,727600,5,5,50,Espírito Santo,SINGAPURA,VITORIA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,2072700,10,505,SC,1,927700,222730,222730,288621,Santa Catarina,MOCAMBIQUE,SAO_FRANCISCO_DO_SUL,CARNES
2025,8,7133590,10,827,MT,1,917800,239450,239450,192700,Mato Grosso,TURQUIA,PARANAGUA,HF_LEGUMES_TEMPEROS
2025,2,2062990,10,476,RS,1,1017700,38,38,102,Rio Grande do Sul,MARSHALL_ILHAS,RIO_GRANDE,CARNES
2025,12,21011110,21,383,PR,1,817800,134,133690,1896164,Paraná,ISRAEL,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,17031000,10,275,CE,1,317900,15,15,19,Ceará,FRANCA,FORTALEZA,ACUCAR_ADOCANTES
2025,4,18063110,10,77,PA,0,210200,4,4,40,Pará,BAHAMAS,SANTAREM,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,8,61046200,11,239,SC,4,817700,632,66,2700,Santa Catarina,EQUADOR,CAMPINAS,VESTUARIO
2025,5,44029000,10,249,SC,1,927800,50085,50085,35060,Santa Catarina,ESTADOS_UNIDOS,ITAJAI,MADEIRA_PRODUTOS_COM_MADEIRA
2025,5,64039990,13,586,BA,7,917501,34,7,436,Bahia,PARAGUAI,GUAIRA,CALCADOS_EM_GERAL
2025,1,11029000,10,434,ES,1,727600,11,11,74,Espírito Santo,LIBERIA,VITORIA,FARINHAS
2025,12,17025000,10,239,SP,1,817800,10000,10000,22100,São Paulo,EQUADOR,SANTOS,ACUCAR_ADOCANTES
2025,10,7020000,10,476,PR,1,927700,45,45,79,Paraná,MARSHALL_ILHAS,SAO_FRANCISCO_DO_SUL,HF_LEGUMES_TEMPEROS
2025,6,50040000,10,275,PR,1,817800,7685,7685,803250,Paraná,FRANCA,SANTOS,FIOS_FIBRAS_TECIDOS_EM_GERAL
2025,2,48195000,10,586,PR,15,917500,18611,18611,6217,Paraná,PARAGUAI,FOZ_DO_IGUACU,PAPEIS_EM_GERAL
2025,8,8012200,10,249,AM,1,227600,16000,16000,288640,Amazonas,ESTADOS_UNIDOS,MANAUS,CASTANHAS_NOZES
2025,9,18063210,10,293,RJ,1,710251,45,45,2587,Rio de Janeiro,GIBRALTAR,CAMPOS_DOS_GOYTACAZES,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,11,8045020,10,476,SC,1,917800,55,55,76,Santa Catarina,MARSHALL_ILHAS,PARANAGUA,FRUTAS
2025,10,7104000,10,741,SP,1,812051,15,15,44,São Paulo,SINGAPURA,SAO_SEBASTIAO,HF_LEGUMES_TEMPEROS
2025,3,22042100,17,628,SP,1,817800,270,270,1102,São Paulo,REINO_UNIDO,SANTOS,BEBIDAS_ALCOOLICAS
2025,3,9021000,10,434,PE,1,440151,1,1,56,Pernambuco,LIBERIA,MACEIO,CHA
2025,2,4039000,10,301,RJ,1,727600,63,63,55,Rio de Janeiro,GRECIA,VITORIA,LACTEOS
2025,7,48132000,10,623,RJ,1,717600,17363,17363,46681,Rio de Janeiro,QUENIA,RIO_DE_JANEIRO,PAPEIS_EM_GERAL
2025,9,44111410,16,196,SC,1,917800,99,73152,35775,Santa Catarina,COSTA_RICA,PARANAGUA,MADEIRA_PRODUTOS_COM_MADEIRA
2025,4,62046200,11,586,RS,7,917501,474,167,4670,Rio Grande do Sul,PARAGUAI,GUAIRA,VESTUARIO
2025,3,2062990,10,586,MS,7,147800,25012,25012,80040,Mato Grosso do Sul,PARAGUAI,PONTA_PORA,CARNES
2025,8,8044000,10,580,SC,1,817800,45,45,70,Santa Catarina,PANAMA,SANTOS,FRUTAS
2025,12,35051000,10,158,PR,7,1017500,212250,212250,190886,Paraná,CHILE,URUGUAIANA,PROTEINAS_DIVERSAS
2025,8,11041200,10,476,PA,0,210200,4,4,18,Pará,MARSHALL_ILHAS,SANTAREM,AVEIA
2025,7,4072100,20,493,RJ,1,717600,755,413,2146,Rio de Janeiro,MEXICO,RIO_DE_JANEIRO,OVOS
2025,6,8072000,10,476,AL,1,417902,40,40,66,Alagoas,MARSHALL_ILHAS,IPOJUCA,FRUTAS
2025,1,4029900,10,647,SP,1,817800,22752,22752,54720,São Paulo,REPUBLICA_DOMINICANA,SANTOS,LACTEOS
2025,6,42034000,10,467,SP,1,917800,1,1,25,São Paulo,MALTA,PARANAGUA,ARTIGOS_COUROS_PELES
2025,12,4022110,10,580,SP,1,817800,388,388,599,São Paulo,PANAMA,SANTOS,LACTEOS
2025,6,18063220,10,301,PA,1,217800,10,10,71,Pará,GRECIA,BELEM,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,12,4069020,10,586,SP,7,917500,900,900,5963,São Paulo,PARAGUAI,FOZ_DO_IGUACU,LACTEOS
2025,4,4072900,20,538,SP,1,817800,870,731,1801,São Paulo,NORUEGA,SANTOS,OVOS
2025,8,61032200,11,249,PR,4,817600,24,7,607,Paraná,ESTADOS_UNIDOS,SAO_PAULO,VESTUARIO
2025,6,7070000,10,580,SP,1,917800,15,15,15,São Paulo,PANAMA,PARANAGUA,HF_LEGUMES_TEMPEROS
2025,3,15171000,10,607,SP,1,817800,9,9,35,São Paulo,PORTUGAL,SANTOS,OLEOS_VEGETAIS
2025,2,42032900,13,434,MA,1,317903,36,36,146,Maranhão,LIBERIA,SAO_LUIS,ARTIGOS_COUROS_PELES
2025,3,4061010,10,607,SP,1,917800,16,16,145,São Paulo,PORTUGAL,PARANAGUA,LACTEOS
2025,2,48195000,10,586,PR,7,917501,22294,22294,23175,Paraná,PARAGUAI,GUAIRA,PAPEIS_EM_GERAL
2025,8,2071413,10,351,GO,1,927800,27870,27870,56374,Goiás,HONG_KONG,ITAJAI,CARNES
2025,7,7099990,10,580,RS,1,1017700,257,257,433,Rio Grande do Sul,PANAMA,RIO_GRANDE,HF_LEGUMES_TEMPEROS
2025,6,11062000,10,232,SP,1,917800,5,5,16,São Paulo,DINAMARCA,PARANAGUA,FARINHAS
2025,10,41015010,10,528,MG,1,417902,325450,325450,244086,Minas Gerais,NIGERIA,IPOJUCA,COUROS_PELES
2025,5,23040010,21,776,GO,1,817800,9000,9000000,3030000,Goiás,TAILANDIA,SANTOS,FARELOS_TORTAS_PREPARACOES_PARA_ALIMENTACAO_ANIMAL
2025,5,17019900,21,628,ES,1,727600,0,6,124,Espírito Santo,REINO_UNIDO,VITORIA,ACUCAR_ADOCANTES
2025,10,19012090,10,628,MG,1,817800,2826,2826,12068,Minas Gerais,REINO_UNIDO,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,8,9011110,21,245,SP,1,817800,498,498919,3225136,São Paulo,ESPANHA,SANTOS,CAFE
2025,6,21011110,21,607,PR,1,917800,0,0,65,Paraná,PORTUGAL,PARANAGUA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,12,8031000,10,434,SP,1,817800,60,60,111,São Paulo,LIBERIA,SANTOS,FRUTAS
2025,3,2071432,10,199,MG,1,917800,7584,7584,7967,Minas Gerais,CUBA,PARANAGUA,CARNES
2025,8,21039021,10,63,SP,1,817800,2934,2934,12265,São Paulo,ARGENTINA,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,8055000,10,476,SP,1,812051,70,70,83,São Paulo,MARSHALL_ILHAS,SAO_SEBASTIAO,FRUTAS
2025,2,94034000,11,586,PR,15,917500,10,303,771,Paraná,PARAGUAI,FOZ_DO_IGUACU,MOVEIS
2025,7,21039021,10,476,PA,1,217800,13,13,64,Pará,MARSHALL_ILHAS,BELEM,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,2,2032900,10,538,SP,1,817800,586,586,2573,São Paulo,NORUEGA,SANTOS,CARNES
2025,7,84249090,10,589,GO,4,817700,12,12,810,Goiás,PERU,CAMPINAS,MAQUINAS_AGRICOLAS
2025,3,16041310,10,741,CE,1,417902,24,24,29,Ceará,SINGAPURA,IPOJUCA,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,1,4072100,20,776,SP,1,717800,690,539,1262,São Paulo,TAILANDIA,ITAGUAI,OVOS
2025,5,7041000,10,434,SC,1,927502,40,40,73,Santa Catarina,LIBERIA,IMBITUBA,HF_LEGUMES_TEMPEROS
2025,1,11010010,10,580,RJ,1,717800,420,420,573,Rio de Janeiro,PANAMA,ITAGUAI,FARINHAS
2025,2,82084000,10,249,SP,4,817600,421,421,3341,São Paulo,ESTADOS_UNIDOS,SAO_PAULO,MAQUINAS_AGRICOLAS
2025,1,61034200,11,586,PR,7,917500,464,233,7634,Paraná,PARAGUAI,FOZ_DO_IGUACU,VESTUARIO
2025,6,20081100,10,850,SP,1,817800,3000,3000,11040,São Paulo,VENEZUELA,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,10,21011110,21,239,PR,1,817800,42,40715,502371,Paraná,EQUADOR,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,12,44123900,16,764,PR,1,917800,3669,2027475,1226325,Paraná,SUECIA,PARANAGUA,MADEIRA_PRODUTOS_COM_MADEIRA
2025,7,38089999,10,169,SP,1,817800,66605,66605,213635,São Paulo,COLOMBIA,SANTOS,AGROQUIMICOS
2025,1,7032090,10,183,RS,1,1017700,3,3,11,Rio Grande do Sul,COOK_ILHAS,RIO_GRANDE,HF_LEGUMES_TEMPEROS
2025,10,2062990,10,281,MT,1,817800,978,978,978,Mato Grosso,GABAO,SANTOS,CARNES
2025,1,2062990,10,476,PR,1,917800,125,125,284,Paraná,MARSHALL_ILHAS,PARANAGUA,CARNES
2025,8,2023000,10,476,PE,1,430151,53,53,547,Pernambuco,MARSHALL_ILHAS,CABEDELO,CARNES
2025,7,84368000,11,97,RS,7,147600,6,34,16666,Rio Grande do Sul,BOLIVIA,CORUMBA,MAQUINAS_AGRICOLAS
2025,7,8044000,10,476,PA,1,217800,70,70,122,Pará,MARSHALL_ILHAS,BELEM,FRUTAS
2025,4,10063011,10,434,RS,1,1017700,510,510,1201,Rio Grande do Sul,LIBERIA,RIO_GRANDE,ARROZ
2025,11,7099919,10,580,PA,1,217800,8,8,33,Pará,PANAMA,BELEM,HF_LEGUMES_TEMPEROS
2025,11,48192000,10,169,MG,4,817600,2,2,19,Minas Gerais,COLOMBIA,SAO_PAULO,PAPEIS_EM_GERAL
2025,8,2071422,10,434,RS,1,1017700,80,80,357,Rio Grande do Sul,LIBERIA,RIO_GRANDE,CARNES
2025,5,15079011,21,538,SC,1,917800,27,27,92,Santa Catarina,NORUEGA,PARANAGUA,OLEOS_VEGETAIS
2025,6,42022100,11,586,RS,7,917500,16,15,1237,Rio Grande do Sul,PARAGUAI,FOZ_DO_IGUACU,ARTIGOS_COUROS_PELES
2025,8,9101100,10,467,MA,1,317903,15,15,52,Maranhão,MALTA,SAO_LUIS,HF_LEGUMES_TEMPEROS
2025,8,19053200,10,776,SP,1,817800,7,7,46,São Paulo,TAILANDIA,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,2,20087010,10,434,BA,1,517800,17,17,77,Bahia,LIBERIA,SALVADOR,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,8,9012100,10,476,PR,1,927700,1,1,7,Paraná,MARSHALL_ILHAS,SAO_FRANCISCO_DO_SUL,CAFE
2025,3,8031000,10,476,RS,1,1017800,85,85,62,Rio Grande do Sul,MARSHALL_ILHAS,PORTO_ALEGRE,FRUTAS
2025,6,9021000,10,87,RS,1,817800,17,17,277,Rio Grande do Sul,BELGICA,SANTOS,CHA
2025,6,7070000,10,77,ES,1,727600,52,52,60,Espírito Santo,BAHAMAS,VITORIA,HF_LEGUMES_TEMPEROS
2025,8,4089100,10,580,SP,1,817800,522,522,2112,São Paulo,PANAMA,SANTOS,OVOS
2025,10,16041410,10,301,PR,1,917800,4,4,34,Paraná,GRECIA,PARANAGUA,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,10,15171000,10,586,SC,7,917500,48000,48000,60000,Santa Catarina,PARAGUAI,FOZ_DO_IGUACU,OLEOS_VEGETAIS
2025,9,16024100,10,77,SC,1,927700,10,10,45,Santa Catarina,BAHAMAS,SAO_FRANCISCO_DO_SUL,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,4,48139000,10,149,RJ,4,717700,5514,5514,11849,Rio de Janeiro,CANADA,RIO_DE_JANEIRO,PAPEIS_EM_GERAL
2025,3,21050010,10,538,SC,1,927700,50,50,143,Santa Catarina,NORUEGA,SAO_FRANCISCO_DO_SUL,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,2,19059090,10,399,RJ,1,717800,3,3,66,Rio de Janeiro,JAPAO,ITAGUAI,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,10,22030000,17,351,PR,1,927700,168,124,517,Paraná,HONG_KONG,SAO_FRANCISCO_DO_SUL,BEBIDAS_ALCOOLICAS
2025,3,16023100,10,845,RS,7,1017701,2400,2400,7878,Rio Grande do Sul,URUGUAI,CHUI,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,10,44152000,11,239,SP,4,817600,6,163,48,São Paulo,EQUADOR,SAO_PAULO,MADEIRA_PRODUTOS_COM_MADEIRA
2025,11,5040090,10,434,PR,1,817800,22,22,77,Paraná,LIBERIA,SANTOS,TRIPAS_ANIMAIS
2025,6,35051000,10,87,PR,1,817800,260,260,526,Paraná,BELGICA,SANTOS,PROTEINAS_DIVERSAS
2025,3,48030010,10,63,SP,7,1017500,77617,77617,206443,São Paulo,ARGENTINA,URUGUAIANA,CELULOSE
2025,4,2062990,10,351,PA,1,927700,74760,74760,218470,Pará,HONG_KONG,SAO_FRANCISCO_DO_SUL,CARNES
2025,12,20041000,10,607,RJ,1,717600,20,20,68,Rio de Janeiro,PORTUGAL,RIO_DE_JANEIRO,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,3,20021000,10,249,PA,1,217800,2,2,2,Pará,ESTADOS_UNIDOS,BELEM,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,7,15155000,10,77,PE,1,417900,3,3,39,Pernambuco,BAHAMAS,RECIFE,OLEOS_VEGETAIS
2025,5,19059090,10,77,PR,1,917800,2,2,15,Paraná,BAHAMAS,PARANAGUA,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,10,62045200,11,586,SC,7,917500,3765,1015,18438,Santa Catarina,PARAGUAI,FOZ_DO_IGUACU,VESTUARIO
2025,1,18063110,10,628,PA,1,217800,130,130,150,Pará,REINO_UNIDO,BELEM,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,10,43022000,11,249,RS,4,817600,8,237,355,Rio Grande do Sul,ESTADOS_UNIDOS,SAO_PAULO,ARTIGOS_COUROS_PELES
2025,7,17019900,21,145,MT,1,817800,1080,1080000,539842,Mato Grosso,CAMAROES,SANTOS,ACUCAR_ADOCANTES
2025,12,7134090,10,77,SP,1,812051,1,1,9,São Paulo,BAHAMAS,SAO_SEBASTIAO,HF_LEGUMES_TEMPEROS
2025,5,16021000,10,434,SP,1,817800,30,30,36,São Paulo,LIBERIA,SANTOS,PREPARACOES_ALIMENTICIAS_CONSERVAS
2025,5,42023900,10,586,SC,7,917500,1,1,35,Santa Catarina,PARAGUAI,FOZ_DO_IGUACU,ARTIGOS_COUROS_PELES
2025,11,7031019,10,467,PR,1,927700,60,60,71,Paraná,MALTA,SAO_FRANCISCO_DO_SUL,HF_LEGUMES_TEMPEROS
2025,6,7051100,10,434,ES,1,717800,10,10,9,Espírito Santo,LIBERIA,ITAGUAI,HF_LEGUMES_TEMPEROS
2025,3,8044000,10,275,SP,4,817700,60336,60336,102365,São Paulo,FRANCA,CAMPINAS,FRUTAS
2025,11,19021900,10,77,RS,1,1017800,8,8,38,Rio Grande do Sul,BAHAMAS,PORTO_ALEGRE,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,12,22041010,17,586,RS,7,917500,1755,1768,7539,Rio Grande do Sul,PARAGUAI,FOZ_DO_IGUACU,BEBIDAS_ALCOOLICAS
2025,1,2062990,10,676,GO,1,927700,72859,72859,133290,Goiás,RUSSIA,SAO_FRANCISCO_DO_SUL,CARNES
2025,5,48209000,10,476,RS,1,1017700,1,1,17,Rio Grande do Sul,MARSHALL_ILHAS,RIO_GRANDE,PAPEIS_EM_GERAL
2025,7,21033021,10,476,RS,1,1017700,1,1,1,Rio Grande do Sul,MARSHALL_ILHAS,RIO_GRANDE,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,1,2062990,10,193,TO,1,317900,1804,1804,2221,Tocantins,COSTA_DO_MARFIM,FORTALEZA,CARNES
2025,4,19030000,10,476,SP,1,817800,2,2,7,São Paulo,MARSHALL_ILHAS,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,6,8051000,10,105,RJ,1,717600,18,18,47,Rio de Janeiro,BRASIL,RIO_DE_JANEIRO,FRUTAS
2025,1,19019090,10,580,SP,1,817800,15,15,72,São Paulo,PANAMA,SANTOS,EXTRATOS_MOLHOS_SUCOS_PREPARACOES_CONSERVAS_MASSAS_BOLACHAS_PAES_DOCES_GELEIAS_POS
2025,5,3056200,10,476,SP,1,817800,15,15,148,São Paulo,MARSHALL_ILHAS,SANTOS,CARNES
2025,11,9011110,21,23,GO,1,817800,455,454727,2836531,Goiás,ALEMANHA,SANTOS,CAFE
2025,10,10062010,10,434,RJ,1,717800,10,10,41,Rio de Janeiro,LIBERIA,ITAGUAI,ARROZ
2025,12,12122900,10,756,BA,1,517800,108000,108000,35158,Bahia,AFRICA_DO_SUL,SALVADOR,ALGAS
2025,2,38260000,16,573,SP,1,917800,1343,1180693,1388141,São Paulo,PAISES_BAIXOS_HOLANDA,PARANAGUA,BIODIESEL
2025,12,9071000,10,434,RJ,1,717600,2,2,57,Rio de Janeiro,LIBERIA,RIO_DE_JANEIRO,HF_LEGUMES_TEMPEROS
2025,11,7134090,10,351,MA,1,317903,15,15,83,Maranhão,HONG_KONG,SAO_LUIS,HF_LEGUMES_TEMPEROS
2025,5,22030000,17,580,AM,1,227600,109,86,209,Amazonas,PANAMA,MANAUS,BEBIDAS_ALCOOLICAS
2025,12,2071413,10,687,RS,1,927700,23790,23790,56629,Rio Grande do Sul,EL_SALVADOR,SAO_FRANCISCO_DO_SUL,CARNES
2025,7,23099090,10,158,PR,7,927900,263620,263620,114942,Paraná,CHILE,DIONISIO_CERQUEIRA,FARELOS_TORTAS_PREPARACOES_PARA_ALIMENTACAO_ANIMAL
